Config,Expe,Metric,core 0
seq,Full,Simulation time [s],1.3589
seq,Full,Througput [FPS],73.5888
seq,Full,Runtime (RDTSC) [s],4.593097
seq,Full,Runtime unhalted [s],3.035961
seq,Full,Clock [MHz],2992.748471
seq,Full,CPI,0.598934
seq,Full,Load to Store ratio,1.986526
seq,Full,Runtime (RDTSC) [s],4.593097
seq,Full,Runtime unhalted [s],3.035961
seq,Full,Clock [MHz],2992.748471
seq,Full,CPI,0.598934
seq,Full,Load to Store ratio,1.986526
seq,Full,Runtime (RDTSC) [s],4.593097
seq,Full,Runtime unhalted [s],3.035961
seq,Full,Clock [MHz],2992.748471
seq,Full,CPI,0.598934
seq,Full,Load to Store ratio,1.986526
