Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.708909
openmp,Full,Througput [FPS],141.062
openmp,Full,INSTR_RETIRED_ANY,21119838651.000000,9807019289.000000,2076008403.000000,5279959662.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,10757404083.000000,4607112249.000000,950950283.000000,2689351020.750000
openmp,Full,CPU_CLK_UNHALTED_REF,10758303840.000000,4607114550.000000,950951040.000000,2689575960.000000
openmp,Full,L1D_REPLACEMENT,301871289.000000,189915701.000000,34299560.000000,75467822.250000
openmp,Full,L1D_M_EVICT,28453724.000000,15558736.000000,2818584.000000,7113431.000000
openmp,Full,INSTR_RETIRED_ANY,21119838651.000000,9807019289.000000,2076008403.000000,5279959662.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,10757404083.000000,4607112249.000000,950950283.000000,2689351020.750000
openmp,Full,CPU_CLK_UNHALTED_REF,10758303840.000000,4607114550.000000,950951040.000000,2689575960.000000
openmp,Full,L1D_REPLACEMENT,301871289.000000,189915701.000000,34299560.000000,75467822.250000
openmp,Full,L1D_M_EVICT,28453724.000000,15558736.000000,2818584.000000,7113431.000000
openmp,Full,INSTR_RETIRED_ANY,21119838651.000000,9807019289.000000,2076008403.000000,5279959662.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,10757404083.000000,4607112249.000000,950950283.000000,2689351020.750000
openmp,Full,CPU_CLK_UNHALTED_REF,10758303840.000000,4607114550.000000,950951040.000000,2689575960.000000
openmp,Full,L1D_REPLACEMENT,301871289.000000,189915701.000000,34299560.000000,75467822.250000
openmp,Full,L1D_M_EVICT,28453724.000000,15558736.000000,2818584.000000,7113431.000000
