Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.362235
openmp,Full,Througput [FPS],276.064
openmp,Full,INSTR_RETIRED_ANY,13562055635.000000,8169071128.000000,335622254.000000,3390513908.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7731631519.000000,3710776359.000000,226705161.000000,1932907879.750000
openmp,Full,CPU_CLK_UNHALTED_REF,7732093740.000000,3710741580.000000,226717260.000000,1933023435.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,2649592923.000000,1320409159.000000,90115174.000000,662398230.750000
openmp,Full,MEM_UOP_RETIRED_STORES,1099797668.000000,542955775.000000,34374918.000000,274949417.000000
openmp,Full,INSTR_RETIRED_ANY,13562055635.000000,8169071128.000000,335622254.000000,3390513908.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7731631519.000000,3710776359.000000,226705161.000000,1932907879.750000
openmp,Full,CPU_CLK_UNHALTED_REF,7732093740.000000,3710741580.000000,226717260.000000,1933023435.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,2649592923.000000,1320409159.000000,90115174.000000,662398230.750000
openmp,Full,MEM_UOP_RETIRED_STORES,1099797668.000000,542955775.000000,34374918.000000,274949417.000000
openmp,Full,INSTR_RETIRED_ANY,13562055635.000000,8169071128.000000,335622254.000000,3390513908.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7731631519.000000,3710776359.000000,226705161.000000,1932907879.750000
openmp,Full,CPU_CLK_UNHALTED_REF,7732093740.000000,3710741580.000000,226717260.000000,1933023435.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,2649592923.000000,1320409159.000000,90115174.000000,662398230.750000
openmp,Full,MEM_UOP_RETIRED_STORES,1099797668.000000,542955775.000000,34374918.000000,274949417.000000
