Config,Expe,Metric,Sum,Max,Min,Avg
openmp-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.039440,0.009860,0.009860,0.009860
openmp-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.036625,0.009489,0.008866,0.009156
openmp-perfmon,BaseStrainMapping applyJ,Clock [MHz],11998.859561,3004.067377,2997.206055,2999.714890
openmp-perfmon,BaseStrainMapping applyJ,CPI,3.164095,0.823405,0.772603,0.791024
openmp-perfmon,BaseStrainMapping applyJ,L2 Load [MBytes/s],10737.662709,2740.457840,2629.898869,2684.415677
openmp-perfmon,BaseStrainMapping applyJ,L2 Evict [MBytes/s],2834.211950,811.507905,669.221567,708.552988
openmp-perfmon,BaseStrainMapping applyJ,L2 bandwidth [MBytes/s],13571.874659,3551.965744,3299.120437,3392.968665
openmp-perfmon,BaseStrainMapping applyJ,L2 data volume [GBytes],0.133819,0.035022,0.032529,0.033455
openmp-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.021747,0.005437,0.005437,0.005437
openmp-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.020863,0.005444,0.005023,0.005216
openmp-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],11989.323279,2997.810899,2996.469719,2997.330820
openmp-perfmon,BaseDeformationMultiMapping apply,CPI,2.776156,0.716880,0.674656,0.694039
openmp-perfmon,BaseDeformationMultiMapping apply,L2 Load [MBytes/s],16445.403683,4374.353517,3992.182054,4111.350921
openmp-perfmon,BaseDeformationMultiMapping apply,L2 Evict [MBytes/s],4940.482887,1280.677585,1184.572616,1235.120722
openmp-perfmon,BaseDeformationMultiMapping apply,L2 bandwidth [MBytes/s],21385.886569,5655.031101,5176.754669,5346.471642
openmp-perfmon,BaseDeformationMultiMapping apply,L2 data volume [GBytes],0.116269,0.030745,0.028145,0.029067
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000181,0.000045,0.000045,0.000045
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000567,0.000567,0.000000,0.000142
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3018.848182,3018.848182,0.000000,754.712046
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,6.130814,6.130814,0.000000,1.532704
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 Load [MBytes/s],22507.539960,22507.539960,0.000000,5626.884990
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 Evict [MBytes/s],5602.796084,5602.796084,0.000000,1400.699021
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 bandwidth [MBytes/s],28110.336045,28110.336045,0.000000,7027.584011
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 data volume [GBytes],0.001270,0.001270,0.000000,0.000317
openmp-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.024377,0.006094,0.006094,0.006094
openmp-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.033069,0.008500,0.007944,0.008267
openmp-perfmon,BaseStrainMapping applyJT,Clock [MHz],12003.195321,3003.176183,2998.131968,3000.798830
openmp-perfmon,BaseStrainMapping applyJT,CPI,4.337818,1.103857,1.044114,1.084455
openmp-perfmon,BaseStrainMapping applyJT,L2 Load [MBytes/s],18239.221505,4773.269351,4436.141930,4559.805376
openmp-perfmon,BaseStrainMapping applyJT,L2 Evict [MBytes/s],4754.460704,1251.326421,1075.495494,1188.615176
openmp-perfmon,BaseStrainMapping applyJT,L2 bandwidth [MBytes/s],22993.682208,5990.843124,5529.238370,5748.420552
openmp-perfmon,BaseStrainMapping applyJT,L2 data volume [GBytes],0.140129,0.036510,0.033696,0.035032
openmp-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.004240,0.001060,0.001060,0.001060
openmp-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.002825,0.000732,0.000684,0.000706
openmp-perfmon,BaseStrainMapping apply,Clock [MHz],11998.327579,3004.505432,2995.004814,2999.581895
openmp-perfmon,BaseStrainMapping apply,CPI,3.029028,0.787845,0.738232,0.757257
openmp-perfmon,BaseStrainMapping apply,L2 Load [MBytes/s],7320.116415,1900.549526,1768.384111,1830.029104
openmp-perfmon,BaseStrainMapping apply,L2 Evict [MBytes/s],1921.802256,524.254131,449.084674,480.450564
openmp-perfmon,BaseStrainMapping apply,L2 bandwidth [MBytes/s],9241.918670,2424.803657,2217.468786,2310.479668
openmp-perfmon,BaseStrainMapping apply,L2 data volume [GBytes],0.009796,0.002570,0.002351,0.002449
openmp-perfmon,BaseDeformationMultiMapping applyDJT,Runtime (RDTSC) [s],0.103093,0.025773,0.025773,0.025773
openmp-perfmon,BaseDeformationMultiMapping applyDJT,Runtime unhalted [s],0.020319,0.020319,0.000000,0.005080
openmp-perfmon,BaseDeformationMultiMapping applyDJT,Clock [MHz],2997.638257,2997.638257,0.000000,749.409564
openmp-perfmon,BaseDeformationMultiMapping applyDJT,CPI,1.637423,1.637423,0.000000,0.409356
