Config,Expe,Metric,core 0
seq,Full,Simulation time [s],0.425077
seq,Full,Througput [FPS],235.251
seq,Full,Runtime (RDTSC) [s],4.010964
seq,Full,Runtime unhalted [s],2.444047
seq,Full,Clock [MHz],2992.750805
seq,Full,CPI,0.644858
seq,Full,Load to Store ratio,2.864581
seq,Full,Runtime (RDTSC) [s],4.010964
seq,Full,Runtime unhalted [s],2.444047
seq,Full,Clock [MHz],2992.750805
seq,Full,CPI,0.644858
seq,Full,Load to Store ratio,2.864581
seq,Full,Runtime (RDTSC) [s],4.010964
seq,Full,Runtime unhalted [s],2.444047
seq,Full,Clock [MHz],2992.750805
seq,Full,CPI,0.644858
seq,Full,Load to Store ratio,2.864581
