Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.358952
openmp,Full,Througput [FPS],278.589
openmp,Full,INSTR_RETIRED_ANY,13562234275.000000,8169984709.000000,334840758.000000,3390558568.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7733336575.000000,3708495634.000000,226159820.000000,1933334143.750000
openmp,Full,CPU_CLK_UNHALTED_REF,7734892620.000000,3708713010.000000,226230000.000000,1933723155.000000
openmp,Full,L1D_REPLACEMENT,179855671.000000,155125064.000000,4600819.000000,44963917.750000
openmp,Full,L1D_M_EVICT,14940828.000000,8292885.000000,603894.000000,3735207.000000
openmp,Full,INSTR_RETIRED_ANY,13562234275.000000,8169984709.000000,334840758.000000,3390558568.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7733336575.000000,3708495634.000000,226159820.000000,1933334143.750000
openmp,Full,CPU_CLK_UNHALTED_REF,7734892620.000000,3708713010.000000,226230000.000000,1933723155.000000
openmp,Full,L1D_REPLACEMENT,179855671.000000,155125064.000000,4600819.000000,44963917.750000
openmp,Full,L1D_M_EVICT,14940828.000000,8292885.000000,603894.000000,3735207.000000
openmp,Full,INSTR_RETIRED_ANY,13562234275.000000,8169984709.000000,334840758.000000,3390558568.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7733336575.000000,3708495634.000000,226159820.000000,1933334143.750000
openmp,Full,CPU_CLK_UNHALTED_REF,7734892620.000000,3708713010.000000,226230000.000000,1933723155.000000
openmp,Full,L1D_REPLACEMENT,179855671.000000,155125064.000000,4600819.000000,44963917.750000
openmp,Full,L1D_M_EVICT,14940828.000000,8292885.000000,603894.000000,3735207.000000
