Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.558261
openmp,Full,Througput [FPS],179.128
openmp,Full,INSTR_RETIRED_ANY,17232912620.000000,8730960084.000000,1037601358.000000,4308228155.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9541836166.000000,4581292168.000000,579815662.000000,2385459041.500000
openmp,Full,CPU_CLK_UNHALTED_REF,9542285310.000000,4581438030.000000,579828600.000000,2385571327.500000
openmp,Full,L1D_REPLACEMENT,211657788.000000,168109930.000000,12133779.000000,52914447.000000
openmp,Full,L1D_M_EVICT,19083021.000000,11099075.000000,1142289.000000,4770755.250000
openmp,Full,INSTR_RETIRED_ANY,17232912620.000000,8730960084.000000,1037601358.000000,4308228155.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9541836166.000000,4581292168.000000,579815662.000000,2385459041.500000
openmp,Full,CPU_CLK_UNHALTED_REF,9542285310.000000,4581438030.000000,579828600.000000,2385571327.500000
openmp,Full,L1D_REPLACEMENT,211657788.000000,168109930.000000,12133779.000000,52914447.000000
openmp,Full,L1D_M_EVICT,19083021.000000,11099075.000000,1142289.000000,4770755.250000
openmp,Full,INSTR_RETIRED_ANY,17232912620.000000,8730960084.000000,1037601358.000000,4308228155.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9541836166.000000,4581292168.000000,579815662.000000,2385459041.500000
openmp,Full,CPU_CLK_UNHALTED_REF,9542285310.000000,4581438030.000000,579828600.000000,2385571327.500000
openmp,Full,L1D_REPLACEMENT,211657788.000000,168109930.000000,12133779.000000,52914447.000000
openmp,Full,L1D_M_EVICT,19083021.000000,11099075.000000,1142289.000000,4770755.250000
