Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.080107
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.086448
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2993.959680
seq-perfmon,BaseStrainMapping applyJT,CPI,0.377294
seq-perfmon,BaseStrainMapping applyJT,L2 request rate,0.050926
seq-perfmon,BaseStrainMapping applyJT,L2 miss rate,0.014569
seq-perfmon,BaseStrainMapping applyJT,L2 miss ratio,0.286084
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000036
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.000884
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3010.079881
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.104496
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 request rate,0.113376
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 miss rate,0.009860
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 miss ratio,0.086965
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.354874
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.366999
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.199399
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.539405
seq-perfmon,BaseDeformationMapping applyJT vec,L2 request rate,0.121999
seq-perfmon,BaseDeformationMapping applyJT vec,L2 miss rate,0.035546
seq-perfmon,BaseDeformationMapping applyJT vec,L2 miss ratio,0.291363
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.076154
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.078018
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.229522
seq-perfmon,BaseDeformationMapping apply,CPI,0.445533
seq-perfmon,BaseDeformationMapping apply,L2 request rate,0.042641
seq-perfmon,BaseDeformationMapping apply,L2 miss rate,0.014795
seq-perfmon,BaseDeformationMapping apply,L2 miss ratio,0.346962
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.517195
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.528100
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.055377
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.424593
seq-perfmon,BaseDeformationMapping applyJ,L2 request rate,0.051024
seq-perfmon,BaseDeformationMapping applyJ,L2 miss rate,0.018160
seq-perfmon,BaseDeformationMapping applyJ,L2 miss ratio,0.355900
seq-perfmon,Simu,Runtime (RDTSC) [s],1.994249
seq-perfmon,Simu,Runtime unhalted [s],1.680597
seq-perfmon,Simu,Clock [MHz],2992.754384
seq-perfmon,Simu,CPI,0.493824
seq-perfmon,Simu,L2 request rate,0.063994
seq-perfmon,Simu,L2 miss rate,0.020314
seq-perfmon,Simu,L2 miss ratio,0.317443
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.121165
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.126830
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.176796
