Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.361077
openmp,Full,Througput [FPS],276.949
openmp,Full,INSTR_RETIRED_ANY,13560140751.000000,8168084212.000000,334482470.000000,3390035187.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7749986206.000000,3727194284.000000,224943662.000000,1937496551.500000
openmp,Full,CPU_CLK_UNHALTED_REF,7750758030.000000,3727192680.000000,224919450.000000,1937689507.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,354676863.000000,257938663.000000,12340848.000000,88669215.750000
openmp,Full,L2_RQSTS_MISS,64538212.000000,45207888.000000,2342293.000000,16134553.000000
openmp,Full,INSTR_RETIRED_ANY,13560140751.000000,8168084212.000000,334482470.000000,3390035187.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7749986206.000000,3727194284.000000,224943662.000000,1937496551.500000
openmp,Full,CPU_CLK_UNHALTED_REF,7750758030.000000,3727192680.000000,224919450.000000,1937689507.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,354676863.000000,257938663.000000,12340848.000000,88669215.750000
openmp,Full,L2_RQSTS_MISS,64538212.000000,45207888.000000,2342293.000000,16134553.000000
openmp,Full,INSTR_RETIRED_ANY,13560140751.000000,8168084212.000000,334482470.000000,3390035187.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,7749986206.000000,3727194284.000000,224943662.000000,1937496551.500000
openmp,Full,CPU_CLK_UNHALTED_REF,7750758030.000000,3727192680.000000,224919450.000000,1937689507.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,354676863.000000,257938663.000000,12340848.000000,88669215.750000
openmp,Full,L2_RQSTS_MISS,64538212.000000,45207888.000000,2342293.000000,16134553.000000
