Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.358194
openmp,Full,Througput [FPS],279.178
openmp,Full,INSTR_RETIRED_ANY,13557564632.000000,8170168135.000000,328298195.000000,3389391158.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7710820741.000000,3697693127.000000,215220302.000000,1927705185.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7712128620.000000,3697812630.000000,215252670.000000,1928032155.000000
openmp,Full,L2_TRANS_ALL_REQUESTS,346006445.000000,251104223.000000,11899609.000000,86501611.250000
openmp,Full,L2_RQSTS_MISS,59409964.000000,40948837.000000,2077179.000000,14852491.000000
openmp,Full,INSTR_RETIRED_ANY,13557564632.000000,8170168135.000000,328298195.000000,3389391158.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7710820741.000000,3697693127.000000,215220302.000000,1927705185.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7712128620.000000,3697812630.000000,215252670.000000,1928032155.000000
openmp,Full,L2_TRANS_ALL_REQUESTS,346006445.000000,251104223.000000,11899609.000000,86501611.250000
openmp,Full,L2_RQSTS_MISS,59409964.000000,40948837.000000,2077179.000000,14852491.000000
openmp,Full,INSTR_RETIRED_ANY,13557564632.000000,8170168135.000000,328298195.000000,3389391158.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7710820741.000000,3697693127.000000,215220302.000000,1927705185.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7712128620.000000,3697812630.000000,215252670.000000,1928032155.000000
openmp,Full,L2_TRANS_ALL_REQUESTS,346006445.000000,251104223.000000,11899609.000000,86501611.250000
openmp,Full,L2_RQSTS_MISS,59409964.000000,40948837.000000,2077179.000000,14852491.000000
