Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.394476
openmp,Full,Througput [FPS],253.501
openmp,Full,INSTR_RETIRED_ANY,14665512185.000000,8191050746.000000,496399420.000000,3666378046.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8507432592.000000,4182304948.000000,357821151.000000,2126858148.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8508512010.000000,4182367710.000000,357805440.000000,2127128002.500000
openmp,Full,L1D_REPLACEMENT,188576143.000000,159391119.000000,7598028.000000,47144035.750000
openmp,Full,L1D_M_EVICT,16319500.000000,9740313.000000,683081.000000,4079875.000000
openmp,Full,INSTR_RETIRED_ANY,14665512185.000000,8191050746.000000,496399420.000000,3666378046.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8507432592.000000,4182304948.000000,357821151.000000,2126858148.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8508512010.000000,4182367710.000000,357805440.000000,2127128002.500000
openmp,Full,L1D_REPLACEMENT,188576143.000000,159391119.000000,7598028.000000,47144035.750000
openmp,Full,L1D_M_EVICT,16319500.000000,9740313.000000,683081.000000,4079875.000000
openmp,Full,INSTR_RETIRED_ANY,14665512185.000000,8191050746.000000,496399420.000000,3666378046.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8507432592.000000,4182304948.000000,357821151.000000,2126858148.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8508512010.000000,4182367710.000000,357805440.000000,2127128002.500000
openmp,Full,L1D_REPLACEMENT,188576143.000000,159391119.000000,7598028.000000,47144035.750000
openmp,Full,L1D_M_EVICT,16319500.000000,9740313.000000,683081.000000,4079875.000000
