Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.127455
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.141680
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2992.758288
seq-perfmon,BaseStrainMapping applyJ,CPI,0.371221
seq-perfmon,BaseStrainMapping applyJ,Load to Store ratio,1.396078
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.355253
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.384986
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.189218
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.480815
seq-perfmon,BaseDeformationMapping applyJ,Load to Store ratio,1.235809
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.083469
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.098550
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2992.748316
seq-perfmon,BaseStrainMapping applyJT,CPI,0.411762
seq-perfmon,BaseStrainMapping applyJT,Load to Store ratio,2.098649
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.005263
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.005749
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2993.784530
seq-perfmon,BaseStrainMapping apply,CPI,0.378750
seq-perfmon,BaseStrainMapping apply,Load to Store ratio,1.325085
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000099
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.002661
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3013.230171
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.114609
seq-perfmon,BaseDeformationMapping applyJT seqMat,Load to Store ratio,2.216062
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000286
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.013931
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],2998.404766
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,3.059226
seq-perfmon,BaseDeformationMapping applyJT vec else,Load to Store ratio,2.210873
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000248
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.012222
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],3002.055694
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.060210
seq-perfmon,BaseDeformationMapping applyJ else,Load to Store ratio,2.186207
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.257560
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.287345
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.308876
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.767827
seq-perfmon,BaseDeformationMapping applyJT vec,Load to Store ratio,4.363269
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.054497
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.061723
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2993.093095
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.369437
seq-perfmon,BaseStrainMapping applyDJT,Load to Store ratio,1.878489
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.056424
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.061381
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.173066
seq-perfmon,BaseDeformationMapping apply,CPI,0.557734
seq-perfmon,BaseDeformationMapping apply,Load to Store ratio,2.024060
seq-perfmon,Simu,Runtime (RDTSC) [s],2.907775
seq-perfmon,Simu,Runtime unhalted [s],1.865412
seq-perfmon,Simu,Clock [MHz],2992.765355
seq-perfmon,Simu,CPI,0.622471
seq-perfmon,Simu,Load to Store ratio,1.511974
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.127455
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.141680
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2992.758288
seq-perfmon,BaseStrainMapping applyJ,CPI,0.371221
seq-perfmon,BaseStrainMapping applyJ,Load to Store ratio,1.396078
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.355253
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.384986
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.189218
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.480815
seq-perfmon,BaseDeformationMapping applyJ,Load to Store ratio,1.235809
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.083469
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.098550
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2992.748316
