Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.364766
openmp,Full,Througput [FPS],274.148
openmp,Full,INSTR_RETIRED_ANY,13564126192.000000,8167902126.000000,336134506.000000,3391031548.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7744133436.000000,3724338386.000000,224397991.000000,1936033359.000000
openmp,Full,CPU_CLK_UNHALTED_REF,7744687770.000000,3724331880.000000,224418600.000000,1936171942.500000
openmp,Full,CAS_COUNT_RD,2453956.000000,2453956.000000,0.000000,613489.000000
openmp,Full,CAS_COUNT_WR,1447690.000000,1447690.000000,0.000000,361922.500000
openmp,Full,CAS_COUNT_RD,2452346.000000,2452346.000000,0.000000,613086.500000
openmp,Full,CAS_COUNT_WR,1446875.000000,1446875.000000,0.000000,361718.750000
openmp,Full,CAS_COUNT_RD,2459476.000000,2459476.000000,0.000000,614869.000000
openmp,Full,CAS_COUNT_WR,1449655.000000,1449655.000000,0.000000,362413.750000
openmp,Full,CAS_COUNT_RD,2451947.000000,2451947.000000,0.000000,612986.750000
openmp,Full,CAS_COUNT_WR,1448487.000000,1448487.000000,0.000000,362121.750000
openmp,Full,INSTR_RETIRED_ANY,13564126192.000000,8167902126.000000,336134506.000000,3391031548.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7744133436.000000,3724338386.000000,224397991.000000,1936033359.000000
openmp,Full,CPU_CLK_UNHALTED_REF,7744687770.000000,3724331880.000000,224418600.000000,1936171942.500000
openmp,Full,CAS_COUNT_RD,2453956.000000,2453956.000000,0.000000,613489.000000
openmp,Full,CAS_COUNT_WR,1447690.000000,1447690.000000,0.000000,361922.500000
openmp,Full,CAS_COUNT_RD,2452346.000000,2452346.000000,0.000000,613086.500000
openmp,Full,CAS_COUNT_WR,1446875.000000,1446875.000000,0.000000,361718.750000
openmp,Full,CAS_COUNT_RD,2459476.000000,2459476.000000,0.000000,614869.000000
openmp,Full,CAS_COUNT_WR,1449655.000000,1449655.000000,0.000000,362413.750000
openmp,Full,CAS_COUNT_RD,2451947.000000,2451947.000000,0.000000,612986.750000
openmp,Full,CAS_COUNT_WR,1448487.000000,1448487.000000,0.000000,362121.750000
openmp,Full,INSTR_RETIRED_ANY,13564126192.000000,8167902126.000000,336134506.000000,3391031548.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7744133436.000000,3724338386.000000,224397991.000000,1936033359.000000
openmp,Full,CPU_CLK_UNHALTED_REF,7744687770.000000,3724331880.000000,224418600.000000,1936171942.500000
openmp,Full,CAS_COUNT_RD,2453956.000000,2453956.000000,0.000000,613489.000000
openmp,Full,CAS_COUNT_WR,1447690.000000,1447690.000000,0.000000,361922.500000
openmp,Full,CAS_COUNT_RD,2452346.000000,2452346.000000,0.000000,613086.500000
openmp,Full,CAS_COUNT_WR,1446875.000000,1446875.000000,0.000000,361718.750000
openmp,Full,CAS_COUNT_RD,2459476.000000,2459476.000000,0.000000,614869.000000
openmp,Full,CAS_COUNT_WR,1449655.000000,1449655.000000,0.000000,362413.750000
openmp,Full,CAS_COUNT_RD,2451947.000000,2451947.000000,0.000000,612986.750000
openmp,Full,CAS_COUNT_WR,1448487.000000,1448487.000000,0.000000,362121.750000
