Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.357479
openmp,Full,Througput [FPS],279.737
openmp,Full,INSTR_RETIRED_ANY,13556439929.000000,8165798127.000000,331894941.000000,3389109982.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,7711657674.000000,3708010494.000000,216403184.000000,1927914418.500000
openmp,Full,CPU_CLK_UNHALTED_REF,7712437980.000000,3708198300.000000,216400650.000000,1928109495.000000
openmp,Full,CAS_COUNT_RD,2446917.000000,2446917.000000,0.000000,611729.250000
openmp,Full,CAS_COUNT_WR,1447980.000000,1447980.000000,0.000000,361995.000000
openmp,Full,CAS_COUNT_RD,2445837.000000,2445837.000000,0.000000,611459.250000
openmp,Full,CAS_COUNT_WR,1448058.000000,1448058.000000,0.000000,362014.500000
openmp,Full,CAS_COUNT_RD,2451725.000000,2451725.000000,0.000000,612931.250000
openmp,Full,CAS_COUNT_WR,1449781.000000,1449781.000000,0.000000,362445.250000
openmp,Full,CAS_COUNT_RD,2445753.000000,2445753.000000,0.000000,611438.250000
openmp,Full,CAS_COUNT_WR,1447969.000000,1447969.000000,0.000000,361992.250000
openmp,Full,INSTR_RETIRED_ANY,13556439929.000000,8165798127.000000,331894941.000000,3389109982.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,7711657674.000000,3708010494.000000,216403184.000000,1927914418.500000
openmp,Full,CPU_CLK_UNHALTED_REF,7712437980.000000,3708198300.000000,216400650.000000,1928109495.000000
openmp,Full,CAS_COUNT_RD,2446917.000000,2446917.000000,0.000000,611729.250000
openmp,Full,CAS_COUNT_WR,1447980.000000,1447980.000000,0.000000,361995.000000
openmp,Full,CAS_COUNT_RD,2445837.000000,2445837.000000,0.000000,611459.250000
openmp,Full,CAS_COUNT_WR,1448058.000000,1448058.000000,0.000000,362014.500000
openmp,Full,CAS_COUNT_RD,2451725.000000,2451725.000000,0.000000,612931.250000
openmp,Full,CAS_COUNT_WR,1449781.000000,1449781.000000,0.000000,362445.250000
openmp,Full,CAS_COUNT_RD,2445753.000000,2445753.000000,0.000000,611438.250000
openmp,Full,CAS_COUNT_WR,1447969.000000,1447969.000000,0.000000,361992.250000
openmp,Full,INSTR_RETIRED_ANY,13556439929.000000,8165798127.000000,331894941.000000,3389109982.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,7711657674.000000,3708010494.000000,216403184.000000,1927914418.500000
openmp,Full,CPU_CLK_UNHALTED_REF,7712437980.000000,3708198300.000000,216400650.000000,1928109495.000000
openmp,Full,CAS_COUNT_RD,2446917.000000,2446917.000000,0.000000,611729.250000
openmp,Full,CAS_COUNT_WR,1447980.000000,1447980.000000,0.000000,361995.000000
openmp,Full,CAS_COUNT_RD,2445837.000000,2445837.000000,0.000000,611459.250000
openmp,Full,CAS_COUNT_WR,1448058.000000,1448058.000000,0.000000,362014.500000
openmp,Full,CAS_COUNT_RD,2451725.000000,2451725.000000,0.000000,612931.250000
openmp,Full,CAS_COUNT_WR,1449781.000000,1449781.000000,0.000000,362445.250000
openmp,Full,CAS_COUNT_RD,2445753.000000,2445753.000000,0.000000,611438.250000
openmp,Full,CAS_COUNT_WR,1447969.000000,1447969.000000,0.000000,361992.250000
