Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.92239
openmp,Full,Througput [FPS],108.414
openmp,Full,INSTR_RETIRED_ANY,18873153989.000000,9131509054.000000,1507581448.000000,4718288497.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10475614162.000000,4650248959.000000,814929943.000000,2618903540.500000
openmp,Full,CPU_CLK_UNHALTED_REF,10476668970.000000,4650443100.000000,814979610.000000,2619167242.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,3938908676.000000,1661577977.000000,393955301.000000,984727169.000000
openmp,Full,MEM_UOP_RETIRED_STORES,2184571989.000000,989169257.000000,227698865.000000,546142997.250000
openmp,Full,INSTR_RETIRED_ANY,18873153989.000000,9131509054.000000,1507581448.000000,4718288497.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10475614162.000000,4650248959.000000,814929943.000000,2618903540.500000
openmp,Full,CPU_CLK_UNHALTED_REF,10476668970.000000,4650443100.000000,814979610.000000,2619167242.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,3938908676.000000,1661577977.000000,393955301.000000,984727169.000000
openmp,Full,MEM_UOP_RETIRED_STORES,2184571989.000000,989169257.000000,227698865.000000,546142997.250000
openmp,Full,INSTR_RETIRED_ANY,18873153989.000000,9131509054.000000,1507581448.000000,4718288497.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10475614162.000000,4650248959.000000,814929943.000000,2618903540.500000
openmp,Full,CPU_CLK_UNHALTED_REF,10476668970.000000,4650443100.000000,814979610.000000,2619167242.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,3938908676.000000,1661577977.000000,393955301.000000,984727169.000000
openmp,Full,MEM_UOP_RETIRED_STORES,2184571989.000000,989169257.000000,227698865.000000,546142997.250000
