Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.014975
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.021479
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],3001.172696
seq-perfmon,BaseStrainMapping applyJ,CPI,0.476901
seq-perfmon,BaseStrainMapping applyJ,L2 request rate,0.030213
seq-perfmon,BaseStrainMapping applyJ,L2 miss rate,0.006721
seq-perfmon,BaseStrainMapping applyJ,L2 miss ratio,0.222442
seq-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.013898
seq-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.015812
seq-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],2993.557446
seq-perfmon,BaseDeformationMultiMapping apply,CPI,0.531230
seq-perfmon,BaseDeformationMultiMapping apply,L2 request rate,0.044331
seq-perfmon,BaseDeformationMultiMapping apply,L2 miss rate,0.012948
seq-perfmon,BaseDeformationMultiMapping apply,L2 miss ratio,0.292070
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000044
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000903
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3010.159006
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.161452
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 request rate,0.116411
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 miss rate,0.012252
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 miss ratio,0.105249
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.009940
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.016701
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],3000.716269
seq-perfmon,BaseStrainMapping applyJT,CPI,0.575612
seq-perfmon,BaseStrainMapping applyJT,L2 request rate,0.045641
seq-perfmon,BaseStrainMapping applyJT,L2 miss rate,0.010147
seq-perfmon,BaseStrainMapping applyJT,L2 miss ratio,0.222321
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001268
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001706
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2995.663982
seq-perfmon,BaseStrainMapping apply,CPI,0.469217
seq-perfmon,BaseStrainMapping apply,L2 request rate,0.028733
seq-perfmon,BaseStrainMapping apply,L2 miss rate,0.006570
seq-perfmon,BaseStrainMapping apply,L2 miss ratio,0.228646
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime (RDTSC) [s],0.004788
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime unhalted [s],0.017558
seq-perfmon,BaseDeformationMultiMapping applyDJT,Clock [MHz],3010.488461
seq-perfmon,BaseDeformationMultiMapping applyDJT,CPI,1.475256
seq-perfmon,BaseDeformationMultiMapping applyDJT,L2 request rate,0.125024
seq-perfmon,BaseDeformationMultiMapping applyDJT,L2 miss rate,0.013519
seq-perfmon,BaseDeformationMultiMapping applyDJT,L2 miss ratio,0.108134
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime (RDTSC) [s],0.036648
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime unhalted [s],0.050325
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Clock [MHz],2994.996346
seq-perfmon,BaseDeformationMultiMapping applyJT vec,CPI,0.612066
seq-perfmon,BaseDeformationMultiMapping applyJT vec,L2 request rate,0.096019
seq-perfmon,BaseDeformationMultiMapping applyJT vec,L2 miss rate,0.018834
seq-perfmon,BaseDeformationMultiMapping applyJT vec,L2 miss ratio,0.196147
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime (RDTSC) [s],0.060052
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime unhalted [s],0.073325
seq-perfmon,BaseDeformationMultiMapping applyJ,Clock [MHz],2995.666250
seq-perfmon,BaseDeformationMultiMapping applyJ,CPI,0.481002
seq-perfmon,BaseDeformationMultiMapping applyJ,L2 request rate,0.039745
seq-perfmon,BaseDeformationMultiMapping applyJ,L2 miss rate,0.011827
seq-perfmon,BaseDeformationMultiMapping applyJ,L2 miss ratio,0.297572
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.012671
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.018924
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2993.930765
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.476590
seq-perfmon,BaseStrainMapping applyDJT,L2 request rate,0.035069
seq-perfmon,BaseStrainMapping applyDJT,L2 miss rate,0.006509
seq-perfmon,BaseStrainMapping applyDJT,L2 miss ratio,0.185617
seq-perfmon,Simu,Runtime (RDTSC) [s],1.049651
seq-perfmon,Simu,Runtime unhalted [s],0.521925
seq-perfmon,Simu,Clock [MHz],2992.624999
seq-perfmon,Simu,CPI,0.799734
seq-perfmon,Simu,L2 request rate,0.064285
seq-perfmon,Simu,L2 miss rate,0.016130
seq-perfmon,Simu,L2 miss ratio,0.250916
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.014975
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.021479
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],3001.172696
seq-perfmon,BaseStrainMapping applyJ,CPI,0.476901
seq-perfmon,BaseStrainMapping applyJ,L2 request rate,0.030213
seq-perfmon,BaseStrainMapping applyJ,L2 miss rate,0.006721
seq-perfmon,BaseStrainMapping applyJ,L2 miss ratio,0.222442
seq-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.013898
seq-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.015812
seq-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],2993.557446
seq-perfmon,BaseDeformationMultiMapping apply,CPI,0.531230
seq-perfmon,BaseDeformationMultiMapping apply,L2 request rate,0.044331
seq-perfmon,BaseDeformationMultiMapping apply,L2 miss rate,0.012948
seq-perfmon,BaseDeformationMultiMapping apply,L2 miss ratio,0.292070
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000044
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000903
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3010.159006
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.161452
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 request rate,0.116411
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 miss rate,0.012252
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 miss ratio,0.105249
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.009940
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.016701
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],3000.716269
seq-perfmon,BaseStrainMapping applyJT,CPI,0.575612
seq-perfmon,BaseStrainMapping applyJT,L2 request rate,0.045641
seq-perfmon,BaseStrainMapping applyJT,L2 miss rate,0.010147
seq-perfmon,BaseStrainMapping applyJT,L2 miss ratio,0.222321
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001268
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001706
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2995.663982
seq-perfmon,BaseStrainMapping apply,CPI,0.469217
seq-perfmon,BaseStrainMapping apply,L2 request rate,0.028733
seq-perfmon,BaseStrainMapping apply,L2 miss rate,0.006570
seq-perfmon,BaseStrainMapping apply,L2 miss ratio,0.228646
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime (RDTSC) [s],0.004788
seq-perfmon,BaseDeformationMultiMapping applyDJT,Runtime unhalted [s],0.017558
seq-perfmon,BaseDeformationMultiMapping applyDJT,Clock [MHz],3010.488461
seq-perfmon,BaseDeformationMultiMapping applyDJT,CPI,1.475256
seq-perfmon,BaseDeformationMultiMapping applyDJT,L2 request rate,0.125024
seq-perfmon,BaseDeformationMultiMapping applyDJT,L2 miss rate,0.013519
seq-perfmon,BaseDeformationMultiMapping applyDJT,L2 miss ratio,0.108134
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime (RDTSC) [s],0.036648
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Runtime unhalted [s],0.050325
seq-perfmon,BaseDeformationMultiMapping applyJT vec,Clock [MHz],2994.996346
seq-perfmon,BaseDeformationMultiMapping applyJT vec,CPI,0.612066
seq-perfmon,BaseDeformationMultiMapping applyJT vec,L2 request rate,0.096019
seq-perfmon,BaseDeformationMultiMapping applyJT vec,L2 miss rate,0.018834
seq-perfmon,BaseDeformationMultiMapping applyJT vec,L2 miss ratio,0.196147
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime (RDTSC) [s],0.060052
seq-perfmon,BaseDeformationMultiMapping applyJ,Runtime unhalted [s],0.073325
seq-perfmon,BaseDeformationMultiMapping applyJ,Clock [MHz],2995.666250
seq-perfmon,BaseDeformationMultiMapping applyJ,CPI,0.481002
seq-perfmon,BaseDeformationMultiMapping applyJ,L2 request rate,0.039745
seq-perfmon,BaseDeformationMultiMapping applyJ,L2 miss rate,0.011827
seq-perfmon,BaseDeformationMultiMapping applyJ,L2 miss ratio,0.297572
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.012671
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.018924
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2993.930765
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.476590
seq-perfmon,BaseStrainMapping applyDJT,L2 request rate,0.035069
seq-perfmon,BaseStrainMapping applyDJT,L2 miss rate,0.006509
seq-perfmon,BaseStrainMapping applyDJT,L2 miss ratio,0.185617
seq-perfmon,Simu,Runtime (RDTSC) [s],1.049651
seq-perfmon,Simu,Runtime unhalted [s],0.521925
seq-perfmon,Simu,Clock [MHz],2992.624999
seq-perfmon,Simu,CPI,0.799734
seq-perfmon,Simu,L2 request rate,0.064285
seq-perfmon,Simu,L2 miss rate,0.016130
seq-perfmon,Simu,L2 miss ratio,0.250916
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.014975
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.021479
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],3001.172696
seq-perfmon,BaseStrainMapping applyJ,CPI,0.476901
seq-perfmon,BaseStrainMapping applyJ,L2 request rate,0.030213
seq-perfmon,BaseStrainMapping applyJ,L2 miss rate,0.006721
seq-perfmon,BaseStrainMapping applyJ,L2 miss ratio,0.222442
seq-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.013898
seq-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.015812
seq-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],2993.557446
seq-perfmon,BaseDeformationMultiMapping apply,CPI,0.531230
seq-perfmon,BaseDeformationMultiMapping apply,L2 request rate,0.044331
seq-perfmon,BaseDeformationMultiMapping apply,L2 miss rate,0.012948
seq-perfmon,BaseDeformationMultiMapping apply,L2 miss ratio,0.292070
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000044
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000903
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3010.159006
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.161452
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 request rate,0.116411
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 miss rate,0.012252
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 miss ratio,0.105249
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.009940
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.016701
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],3000.716269
seq-perfmon,BaseStrainMapping applyJT,CPI,0.575612
seq-perfmon,BaseStrainMapping applyJT,L2 request rate,0.045641
seq-perfmon,BaseStrainMapping applyJT,L2 miss rate,0.010147
seq-perfmon,BaseStrainMapping applyJT,L2 miss ratio,0.222321
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001268
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001706
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2995.663982
seq-perfmon,BaseStrainMapping apply,CPI,0.469217
seq-perfmon,BaseStrainMapping apply,L2 request rate,0.028733
seq-perfmon,BaseStrainMapping apply,L2 miss rate,0.006570
