Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.906871
openmp,Full,Througput [FPS],110.269
openmp,Full,INSTR_RETIRED_ANY,18781594513.000000,9115689026.000000,1489312183.000000,4695398628.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10404901537.000000,4605556661.000000,805672748.000000,2601225384.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10405363620.000000,4605814170.000000,805629270.000000,2601340905.000000
openmp,Full,CAS_COUNT_RD,2523377.000000,2523377.000000,0.000000,630844.250000
openmp,Full,CAS_COUNT_WR,1480110.000000,1480110.000000,0.000000,370027.500000
openmp,Full,CAS_COUNT_RD,2507965.000000,2507965.000000,0.000000,626991.250000
openmp,Full,CAS_COUNT_WR,1478567.000000,1478567.000000,0.000000,369641.750000
openmp,Full,CAS_COUNT_RD,2534527.000000,2534527.000000,0.000000,633631.750000
openmp,Full,CAS_COUNT_WR,1482175.000000,1482175.000000,0.000000,370543.750000
openmp,Full,CAS_COUNT_RD,2510511.000000,2510511.000000,0.000000,627627.750000
openmp,Full,CAS_COUNT_WR,1478608.000000,1478608.000000,0.000000,369652.000000
openmp,Full,INSTR_RETIRED_ANY,18781594513.000000,9115689026.000000,1489312183.000000,4695398628.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10404901537.000000,4605556661.000000,805672748.000000,2601225384.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10405363620.000000,4605814170.000000,805629270.000000,2601340905.000000
openmp,Full,CAS_COUNT_RD,2523377.000000,2523377.000000,0.000000,630844.250000
openmp,Full,CAS_COUNT_WR,1480110.000000,1480110.000000,0.000000,370027.500000
openmp,Full,CAS_COUNT_RD,2507965.000000,2507965.000000,0.000000,626991.250000
openmp,Full,CAS_COUNT_WR,1478567.000000,1478567.000000,0.000000,369641.750000
openmp,Full,CAS_COUNT_RD,2534527.000000,2534527.000000,0.000000,633631.750000
openmp,Full,CAS_COUNT_WR,1482175.000000,1482175.000000,0.000000,370543.750000
openmp,Full,CAS_COUNT_RD,2510511.000000,2510511.000000,0.000000,627627.750000
openmp,Full,CAS_COUNT_WR,1478608.000000,1478608.000000,0.000000,369652.000000
openmp,Full,INSTR_RETIRED_ANY,18781594513.000000,9115689026.000000,1489312183.000000,4695398628.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10404901537.000000,4605556661.000000,805672748.000000,2601225384.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10405363620.000000,4605814170.000000,805629270.000000,2601340905.000000
openmp,Full,CAS_COUNT_RD,2523377.000000,2523377.000000,0.000000,630844.250000
openmp,Full,CAS_COUNT_WR,1480110.000000,1480110.000000,0.000000,370027.500000
openmp,Full,CAS_COUNT_RD,2507965.000000,2507965.000000,0.000000,626991.250000
openmp,Full,CAS_COUNT_WR,1478567.000000,1478567.000000,0.000000,369641.750000
openmp,Full,CAS_COUNT_RD,2534527.000000,2534527.000000,0.000000,633631.750000
openmp,Full,CAS_COUNT_WR,1482175.000000,1482175.000000,0.000000,370543.750000
openmp,Full,CAS_COUNT_RD,2510511.000000,2510511.000000,0.000000,627627.750000
openmp,Full,CAS_COUNT_WR,1478608.000000,1478608.000000,0.000000,369652.000000
