Config,Expe,Metric,core 0
seq,Full,Simulation time [s],1.35216
seq,Full,Througput [FPS],73.9558
seq,Full,Runtime (RDTSC) [s],4.581060
seq,Full,Runtime unhalted [s],3.025483
seq,Full,Clock [MHz],2992.751491
seq,Full,CPI,0.598832
seq,Full,L2 Load [MBytes/s],4189.455690
seq,Full,L2 Evict [MBytes/s],358.877911
seq,Full,L2 bandwidth [MBytes/s],4548.333601
seq,Full,L2 data volume [GBytes],20.836189
seq,Full,Runtime (RDTSC) [s],4.581060
seq,Full,Runtime unhalted [s],3.025483
seq,Full,Clock [MHz],2992.751491
seq,Full,CPI,0.598832
seq,Full,L2 Load [MBytes/s],4189.455690
seq,Full,L2 Evict [MBytes/s],358.877911
seq,Full,L2 bandwidth [MBytes/s],4548.333601
seq,Full,L2 data volume [GBytes],20.836189
seq,Full,Runtime (RDTSC) [s],4.581060
seq,Full,Runtime unhalted [s],3.025483
seq,Full,Clock [MHz],2992.751491
seq,Full,CPI,0.598832
seq,Full,L2 Load [MBytes/s],4189.455690
seq,Full,L2 Evict [MBytes/s],358.877911
seq,Full,L2 bandwidth [MBytes/s],4548.333601
seq,Full,L2 data volume [GBytes],20.836189
