Config,Expe,Metric,Sum,Max,Min,Avg
openmp-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.040157,0.010039,0.010039,0.010039
openmp-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.036841,0.009803,0.008662,0.009210
openmp-perfmon,BaseStrainMapping applyJ,Clock [MHz],12010.705938,3009.677445,2997.928894,3002.676485
openmp-perfmon,BaseStrainMapping applyJ,CPI,3.184455,0.812408,0.768300,0.796114
openmp-perfmon,BaseStrainMapping applyJ,Load to Store ratio,6.010535,1.541707,1.475676,1.502634
openmp-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.020559,0.005140,0.005140,0.005140
openmp-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.020814,0.005407,0.005058,0.005204
openmp-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],11995.503057,3000.623892,2996.366008,2998.875764
openmp-perfmon,BaseDeformationMultiMapping apply,CPI,2.769145,0.698046,0.684516,0.692286
openmp-perfmon,BaseDeformationMultiMapping apply,Load to Store ratio,9.731890,2.475094,2.397271,2.432972
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000197,0.000049,0.000049,0.000049
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000614,0.000614,0.000000,0.000154
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3026.613813,3026.613813,0.000000,756.653453
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.635938,3.635938,0.000000,0.908984
openmp-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Load to Store ratio,2.593943,2.593943,0.000000,0.648486
openmp-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.023950,0.005988,0.005988,0.005988
openmp-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.033189,0.008420,0.008092,0.008297
openmp-perfmon,BaseStrainMapping applyJT,Clock [MHz],12010.651225,3004.881364,2999.394736,3002.662806
openmp-perfmon,BaseStrainMapping applyJT,CPI,4.355687,1.116316,1.026948,1.088922
openmp-perfmon,BaseStrainMapping applyJT,Load to Store ratio,8.922202,2.253407,2.216108,2.230551
openmp-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.004194,0.001049,0.001049,0.001049
openmp-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.002828,0.000753,0.000670,0.000707
openmp-perfmon,BaseStrainMapping apply,Clock [MHz],11999.829796,3008.173642,2995.311118,2999.957449
openmp-perfmon,BaseStrainMapping apply,CPI,3.030373,0.776909,0.733206,0.757593
openmp-perfmon,BaseStrainMapping apply,Load to Store ratio,5.673384,1.454380,1.398498,1.418346
openmp-perfmon,BaseDeformationMultiMapping applyDJT,Runtime (RDTSC) [s],0.105717,0.026429,0.026429,0.026429
openmp-perfmon,BaseDeformationMultiMapping applyDJT,Runtime unhalted [s],0.020789,0.020789,0.000000,0.005197
openmp-perfmon,BaseDeformationMultiMapping applyDJT,Clock [MHz],3001.409614,3001.409614,0.000000,750.352404
