Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.71626
openmp,Full,Througput [FPS],139.614
openmp,Full,INSTR_RETIRED_ANY,21146988115.000000,9809840747.000000,2079539505.000000,5286747028.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,10769117101.000000,4619735557.000000,943769645.000000,2692279275.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10769739060.000000,4619829180.000000,943767330.000000,2692434765.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,4676164055.000000,1883763847.000000,583889635.000000,1169041013.750000
openmp,Full,MEM_UOP_RETIRED_STORES,2673339590.000000,1210561113.000000,320285847.000000,668334897.500000
openmp,Full,INSTR_RETIRED_ANY,21146988115.000000,9809840747.000000,2079539505.000000,5286747028.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,10769117101.000000,4619735557.000000,943769645.000000,2692279275.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10769739060.000000,4619829180.000000,943767330.000000,2692434765.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,4676164055.000000,1883763847.000000,583889635.000000,1169041013.750000
openmp,Full,MEM_UOP_RETIRED_STORES,2673339590.000000,1210561113.000000,320285847.000000,668334897.500000
openmp,Full,INSTR_RETIRED_ANY,21146988115.000000,9809840747.000000,2079539505.000000,5286747028.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,10769117101.000000,4619735557.000000,943769645.000000,2692279275.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10769739060.000000,4619829180.000000,943767330.000000,2692434765.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,4676164055.000000,1883763847.000000,583889635.000000,1169041013.750000
openmp,Full,MEM_UOP_RETIRED_STORES,2673339590.000000,1210561113.000000,320285847.000000,668334897.500000
