Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.152110
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.205435
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.178228
seq-perfmon,BaseStrainMapping applyJ,CPI,0.442366
seq-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],9.403288
seq-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],1.306842
seq-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],10.710130
seq-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.001629
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.421075
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.533150
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.119668
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.548607
seq-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],57.364364
seq-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],7.630606
seq-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],64.994970
seq-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.027368
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.098395
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.154450
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2991.580749
seq-perfmon,BaseStrainMapping applyJT,CPI,0.527914
seq-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],8.227424
seq-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],2.041733
seq-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],10.269157
seq-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.001010
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.005553
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.007083
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2992.385790
seq-perfmon,BaseStrainMapping apply,CPI,0.458263
seq-perfmon,BaseStrainMapping apply,Memory Read BW [MBytes/s],9.161960
seq-perfmon,BaseStrainMapping apply,Memory Write BW [MBytes/s],4.494546
seq-perfmon,BaseStrainMapping apply,Memory BW [MBytes/s],13.656506
seq-perfmon,BaseStrainMapping apply,Memory data volume [GBytes],0.000076
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000103
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.008775
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],2996.316123
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.574576
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Read BW [MBytes/s],1274.568473
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Write BW [MBytes/s],685.158272
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory BW [MBytes/s],1959.726745
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory data volume [GBytes],0.000202
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000373
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.054795
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],2991.156883
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,3.540279
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory Read BW [MBytes/s],1757.689987
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory Write BW [MBytes/s],439.937043
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory BW [MBytes/s],2197.627031
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory data volume [GBytes],0.000820
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000311
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.048879
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],2991.738821
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.528714
seq-perfmon,BaseDeformationMapping applyJ else,Memory Read BW [MBytes/s],1913.977001
seq-perfmon,BaseDeformationMapping applyJ else,Memory Write BW [MBytes/s],499.378863
seq-perfmon,BaseDeformationMapping applyJ else,Memory BW [MBytes/s],2413.355864
seq-perfmon,BaseDeformationMapping applyJ else,Memory data volume [GBytes],0.000751
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.304716
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.417820
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2992.420141
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.904625
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Read BW [MBytes/s],18.470998
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Write BW [MBytes/s],2.974464
seq-perfmon,BaseDeformationMapping applyJT vec,Memory BW [MBytes/s],21.445462
seq-perfmon,BaseDeformationMapping applyJT vec,Memory data volume [GBytes],0.006535
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.065257
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.091897
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2992.441153
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.449620
seq-perfmon,BaseStrainMapping applyDJT,Memory Read BW [MBytes/s],7.815543
seq-perfmon,BaseStrainMapping applyDJT,Memory Write BW [MBytes/s],1.009185
seq-perfmon,BaseStrainMapping applyDJT,Memory BW [MBytes/s],8.824728
seq-perfmon,BaseStrainMapping applyDJT,Memory data volume [GBytes],0.000576
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.059744
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.075034
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2992.722586
seq-perfmon,BaseDeformationMapping apply,CPI,0.665183
seq-perfmon,BaseDeformationMapping apply,Memory Read BW [MBytes/s],589.560595
seq-perfmon,BaseDeformationMapping apply,Memory Write BW [MBytes/s],88.849461
seq-perfmon,BaseDeformationMapping apply,Memory BW [MBytes/s],678.410057
seq-perfmon,BaseDeformationMapping apply,Memory data volume [GBytes],0.040531
seq-perfmon,Simu,Runtime (RDTSC) [s],7.542977
seq-perfmon,Simu,Runtime unhalted [s],2.860392
seq-perfmon,Simu,Clock [MHz],2992.932828
seq-perfmon,Simu,CPI,0.775521
seq-perfmon,Simu,Memory Read BW [MBytes/s],10.700200
seq-perfmon,Simu,Memory Write BW [MBytes/s],1.375788
seq-perfmon,Simu,Memory BW [MBytes/s],12.075988
seq-perfmon,Simu,Memory data volume [GBytes],0.091089
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.152110
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.205435
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.178228
seq-perfmon,BaseStrainMapping applyJ,CPI,0.442366
seq-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],9.403288
seq-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],1.306842
seq-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],10.710130
seq-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.001629
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.421075
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.533150
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.119668
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.548607
seq-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],57.364364
seq-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],7.630606
seq-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],64.994970
seq-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.027368
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.098395
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.154450
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2991.580749
seq-perfmon,BaseStrainMapping applyJT,CPI,0.527914
seq-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],8.227424
seq-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],2.041733
seq-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],10.269157
seq-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.001010
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.005553
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.007083
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2992.385790
seq-perfmon,BaseStrainMapping apply,CPI,0.458263
seq-perfmon,BaseStrainMapping apply,Memory Read BW [MBytes/s],9.161960
seq-perfmon,BaseStrainMapping apply,Memory Write BW [MBytes/s],4.494546
seq-perfmon,BaseStrainMapping apply,Memory BW [MBytes/s],13.656506
seq-perfmon,BaseStrainMapping apply,Memory data volume [GBytes],0.000076
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000103
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.008775
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],2996.316123
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.574576
