Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.710949
openmp,Full,Througput [FPS],140.657
openmp,Full,INSTR_RETIRED_ANY,21165131972.000000,9817261373.000000,2095029770.000000,5291282993.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,10733766601.000000,4576360931.000000,956927629.000000,2683441650.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10734607110.000000,4576426860.000000,956917230.000000,2683651777.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,845547173.000000,412201388.000000,126942323.000000,211386793.250000
openmp,Full,L2_RQSTS_MISS,232352742.000000,99013929.000000,40685246.000000,58088185.500000
openmp,Full,INSTR_RETIRED_ANY,21165131972.000000,9817261373.000000,2095029770.000000,5291282993.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,10733766601.000000,4576360931.000000,956927629.000000,2683441650.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10734607110.000000,4576426860.000000,956917230.000000,2683651777.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,845547173.000000,412201388.000000,126942323.000000,211386793.250000
openmp,Full,L2_RQSTS_MISS,232352742.000000,99013929.000000,40685246.000000,58088185.500000
openmp,Full,INSTR_RETIRED_ANY,21165131972.000000,9817261373.000000,2095029770.000000,5291282993.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,10733766601.000000,4576360931.000000,956927629.000000,2683441650.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10734607110.000000,4576426860.000000,956917230.000000,2683651777.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,845547173.000000,412201388.000000,126942323.000000,211386793.250000
openmp,Full,L2_RQSTS_MISS,232352742.000000,99013929.000000,40685246.000000,58088185.500000
