Config,Expe,Event,core 0
seq-perfmon,BaseStrainMapping applyJ,INSTR_RETIRED_ANY,191687900.000000
seq-perfmon,BaseStrainMapping applyJ,CPU_CLK_UNHALTED_CORE,90021610.000000
seq-perfmon,BaseStrainMapping applyJ,CPU_CLK_UNHALTED_REF,89940360.000000
seq-perfmon,BaseStrainMapping applyJ,L1D_REPLACEMENT,1725852.000000
seq-perfmon,BaseStrainMapping applyJ,L1D_M_EVICT,532335.000000
seq-perfmon,BaseDeformationMapping applyJ,INSTR_RETIRED_ANY,680181800.000000
seq-perfmon,BaseDeformationMapping applyJ,CPU_CLK_UNHALTED_CORE,334591500.000000
seq-perfmon,BaseDeformationMapping applyJ,CPU_CLK_UNHALTED_REF,334562800.000000
seq-perfmon,BaseDeformationMapping applyJ,L1D_REPLACEMENT,6166975.000000
seq-perfmon,BaseDeformationMapping applyJ,L1D_M_EVICT,1299089.000000
seq-perfmon,BaseStrainMapping applyJT,INSTR_RETIRED_ANY,121345800.000000
seq-perfmon,BaseStrainMapping applyJT,CPU_CLK_UNHALTED_CORE,69073860.000000
seq-perfmon,BaseStrainMapping applyJT,CPU_CLK_UNHALTED_REF,68956770.000000
seq-perfmon,BaseStrainMapping applyJT,L1D_REPLACEMENT,1805036.000000
seq-perfmon,BaseStrainMapping applyJT,L1D_M_EVICT,548903.000000
seq-perfmon,BaseStrainMapping apply,INSTR_RETIRED_ANY,10878650.000000
seq-perfmon,BaseStrainMapping apply,CPU_CLK_UNHALTED_CORE,5102090.000000
seq-perfmon,BaseStrainMapping apply,CPU_CLK_UNHALTED_REF,5095440.000000
seq-perfmon,BaseStrainMapping apply,L1D_REPLACEMENT,85214.000000
seq-perfmon,BaseStrainMapping apply,L1D_M_EVICT,35477.000000
seq-perfmon,BaseDeformationMapping applyJT seqMat,INSTR_RETIRED_ANY,1278370.000000
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPU_CLK_UNHALTED_CORE,3975437.000000
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPU_CLK_UNHALTED_REF,3960870.000000
seq-perfmon,BaseDeformationMapping applyJT seqMat,L1D_REPLACEMENT,33046.000000
seq-perfmon,BaseDeformationMapping applyJT seqMat,L1D_M_EVICT,7592.000000
seq-perfmon,BaseDeformationMapping applyJT vec else,INSTR_RETIRED_ANY,9343629.000000
seq-perfmon,BaseDeformationMapping applyJT vec else,CPU_CLK_UNHALTED_CORE,27840320.000000
seq-perfmon,BaseDeformationMapping applyJT vec else,CPU_CLK_UNHALTED_REF,27733530.000000
seq-perfmon,BaseDeformationMapping applyJT vec else,L1D_REPLACEMENT,241907.000000
seq-perfmon,BaseDeformationMapping applyJT vec else,L1D_M_EVICT,68013.000000
seq-perfmon,BaseDeformationMapping applyJ else,INSTR_RETIRED_ANY,8510399.000000
seq-perfmon,BaseDeformationMapping applyJ else,CPU_CLK_UNHALTED_CORE,25317610.000000
seq-perfmon,BaseDeformationMapping applyJ else,CPU_CLK_UNHALTED_REF,25321860.000000
seq-perfmon,BaseDeformationMapping applyJ else,L1D_REPLACEMENT,177197.000000
seq-perfmon,BaseDeformationMapping applyJ else,L1D_M_EVICT,48266.000000
