Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.898421
openmp,Full,Througput [FPS],111.306
openmp,Full,INSTR_RETIRED_ANY,18727563641.000000,9110930038.000000,1476130397.000000,4681890910.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10372112452.000000,4586251245.000000,799329962.000000,2593028113.000000
openmp,Full,CPU_CLK_UNHALTED_REF,10372507890.000000,4586274960.000000,799359720.000000,2593126972.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,763788135.000000,421832828.000000,88173017.000000,190947033.750000
openmp,Full,L2_RQSTS_MISS,201307601.000000,98720418.000000,27428401.000000,50326900.250000
openmp,Full,INSTR_RETIRED_ANY,18727563641.000000,9110930038.000000,1476130397.000000,4681890910.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10372112452.000000,4586251245.000000,799329962.000000,2593028113.000000
openmp,Full,CPU_CLK_UNHALTED_REF,10372507890.000000,4586274960.000000,799359720.000000,2593126972.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,763788135.000000,421832828.000000,88173017.000000,190947033.750000
openmp,Full,L2_RQSTS_MISS,201307601.000000,98720418.000000,27428401.000000,50326900.250000
openmp,Full,INSTR_RETIRED_ANY,18727563641.000000,9110930038.000000,1476130397.000000,4681890910.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10372112452.000000,4586251245.000000,799329962.000000,2593028113.000000
openmp,Full,CPU_CLK_UNHALTED_REF,10372507890.000000,4586274960.000000,799359720.000000,2593126972.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,763788135.000000,421832828.000000,88173017.000000,190947033.750000
openmp,Full,L2_RQSTS_MISS,201307601.000000,98720418.000000,27428401.000000,50326900.250000
