Config,Expe,Metric,core 0
seq,Full,Simulation time [s],0.328564
seq,Full,Througput [FPS],304.355
seq,Full,Runtime (RDTSC) [s],3.778200
seq,Full,Runtime unhalted [s],2.201939
seq,Full,Clock [MHz],2992.425594
seq,Full,CPI,0.658851
seq,Full,L2 request rate,0.027263
seq,Full,L2 miss rate,0.004821
seq,Full,L2 miss ratio,0.176849
seq,Full,Runtime (RDTSC) [s],3.778200
seq,Full,Runtime unhalted [s],2.201939
seq,Full,Clock [MHz],2992.425594
seq,Full,CPI,0.658851
seq,Full,L2 request rate,0.027263
seq,Full,L2 miss rate,0.004821
seq,Full,L2 miss ratio,0.176849
seq,Full,Runtime (RDTSC) [s],3.778200
seq,Full,Runtime unhalted [s],2.201939
seq,Full,Clock [MHz],2992.425594
seq,Full,CPI,0.658851
seq,Full,L2 request rate,0.027263
seq,Full,L2 miss rate,0.004821
seq,Full,L2 miss ratio,0.176849
