Config,Expe,Metric,core 0
seq,Full,Simulation time [s],0.424901
seq,Full,Througput [FPS],235.349
seq,Full,Runtime (RDTSC) [s],4.000723
seq,Full,Runtime unhalted [s],2.432924
seq,Full,Clock [MHz],2992.716759
seq,Full,CPI,0.642185
seq,Full,L2 Load [MBytes/s],2734.393479
seq,Full,L2 Evict [MBytes/s],178.979427
seq,Full,L2 bandwidth [MBytes/s],2913.372906
seq,Full,L2 data volume [GBytes],11.655597
seq,Full,Runtime (RDTSC) [s],4.000723
seq,Full,Runtime unhalted [s],2.432924
seq,Full,Clock [MHz],2992.716759
seq,Full,CPI,0.642185
seq,Full,L2 Load [MBytes/s],2734.393479
seq,Full,L2 Evict [MBytes/s],178.979427
seq,Full,L2 bandwidth [MBytes/s],2913.372906
seq,Full,L2 data volume [GBytes],11.655597
seq,Full,Runtime (RDTSC) [s],4.000723
seq,Full,Runtime unhalted [s],2.432924
seq,Full,Clock [MHz],2992.716759
seq,Full,CPI,0.642185
seq,Full,L2 Load [MBytes/s],2734.393479
seq,Full,L2 Evict [MBytes/s],178.979427
seq,Full,L2 bandwidth [MBytes/s],2913.372906
seq,Full,L2 data volume [GBytes],11.655597
