Config,Expe,Metric,Sum,Max,Min,Avg
openmp-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.043489,0.010872,0.010872,0.010872
openmp-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.074359,0.030449,0.014412,0.018590
openmp-perfmon,BaseStrainMapping applyJ,Clock [MHz],12013.983293,3006.773549,2999.311670,3003.495823
openmp-perfmon,BaseStrainMapping applyJ,CPI,3.479096,1.296725,0.721651,0.869774
openmp-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],8.364751,8.364751,0.000000,2.091188
openmp-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],3.696737,3.696737,0.000000,0.924184
openmp-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],12.061488,12.061488,0.000000,3.015372
openmp-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.000131,0.000131,0.000000,0.000033
openmp-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.256201,0.064050,0.064050,0.064050
openmp-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.319985,0.104071,0.070833,0.079996
openmp-perfmon,BaseDeformationMapping applyJ,Clock [MHz],11988.729480,2998.622739,2995.379532,2997.182370
openmp-perfmon,BaseDeformationMapping applyJ,CPI,2.132955,0.678243,0.482545,0.533239
openmp-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],4.976100,4.976100,0.000000,1.244025
openmp-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],2.089362,2.089362,0.000000,0.522341
openmp-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],7.065462,7.065462,0.000000,1.766366
openmp-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.000453,0.000453,0.000000,0.000113
openmp-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.035185,0.008796,0.008796,0.008796
openmp-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.065788,0.028761,0.012299,0.016447
openmp-perfmon,BaseStrainMapping applyJT,Clock [MHz],12005.488313,3004.248890,2999.182977,3001.372078
openmp-perfmon,BaseStrainMapping applyJT,CPI,4.686515,1.770325,0.965626,1.171629
openmp-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],16.654135,16.654135,0.000000,4.163534
openmp-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],9.662163,9.662163,0.000000,2.415541
openmp-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],26.316298,26.316298,0.000000,6.579075
openmp-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.000231,0.000231,0.000000,0.000058
