Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.403739
openmp,Full,Througput [FPS],247.685
openmp,Full,INSTR_RETIRED_ANY,14674775112.000000,8189513039.000000,498337641.000000,3668693778.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,8516660132.000000,4182231921.000000,365550816.000000,2129165033.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8517138870.000000,4182274140.000000,365546190.000000,2129284717.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,401876893.000000,279543226.000000,23473860.000000,100469223.250000
openmp,Full,L2_RQSTS_MISS,73014980.000000,48444023.000000,4128431.000000,18253745.000000
openmp,Full,INSTR_RETIRED_ANY,14674775112.000000,8189513039.000000,498337641.000000,3668693778.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,8516660132.000000,4182231921.000000,365550816.000000,2129165033.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8517138870.000000,4182274140.000000,365546190.000000,2129284717.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,401876893.000000,279543226.000000,23473860.000000,100469223.250000
openmp,Full,L2_RQSTS_MISS,73014980.000000,48444023.000000,4128431.000000,18253745.000000
openmp,Full,INSTR_RETIRED_ANY,14674775112.000000,8189513039.000000,498337641.000000,3668693778.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,8516660132.000000,4182231921.000000,365550816.000000,2129165033.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8517138870.000000,4182274140.000000,365546190.000000,2129284717.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,401876893.000000,279543226.000000,23473860.000000,100469223.250000
openmp,Full,L2_RQSTS_MISS,73014980.000000,48444023.000000,4128431.000000,18253745.000000
