Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.707037
openmp,Full,Througput [FPS],141.435
openmp,Full,INSTR_RETIRED_ANY,21120065892.000000,9809933709.000000,2083008386.000000,5280016473.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,10736632093.000000,4591981657.000000,951478209.000000,2684158023.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10737078960.000000,4592107200.000000,951483270.000000,2684269740.000000
openmp,Full,CAS_COUNT_RD,2483109.000000,2483109.000000,0.000000,620777.250000
openmp,Full,CAS_COUNT_WR,1482390.000000,1482390.000000,0.000000,370597.500000
openmp,Full,CAS_COUNT_RD,2478707.000000,2478707.000000,0.000000,619676.750000
openmp,Full,CAS_COUNT_WR,1481104.000000,1481104.000000,0.000000,370276.000000
openmp,Full,CAS_COUNT_RD,2489152.000000,2489152.000000,0.000000,622288.000000
openmp,Full,CAS_COUNT_WR,1483740.000000,1483740.000000,0.000000,370935.000000
openmp,Full,CAS_COUNT_RD,2475253.000000,2475253.000000,0.000000,618813.250000
openmp,Full,CAS_COUNT_WR,1479781.000000,1479781.000000,0.000000,369945.250000
openmp,Full,INSTR_RETIRED_ANY,21120065892.000000,9809933709.000000,2083008386.000000,5280016473.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,10736632093.000000,4591981657.000000,951478209.000000,2684158023.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10737078960.000000,4592107200.000000,951483270.000000,2684269740.000000
openmp,Full,CAS_COUNT_RD,2483109.000000,2483109.000000,0.000000,620777.250000
openmp,Full,CAS_COUNT_WR,1482390.000000,1482390.000000,0.000000,370597.500000
openmp,Full,CAS_COUNT_RD,2478707.000000,2478707.000000,0.000000,619676.750000
openmp,Full,CAS_COUNT_WR,1481104.000000,1481104.000000,0.000000,370276.000000
openmp,Full,CAS_COUNT_RD,2489152.000000,2489152.000000,0.000000,622288.000000
openmp,Full,CAS_COUNT_WR,1483740.000000,1483740.000000,0.000000,370935.000000
openmp,Full,CAS_COUNT_RD,2475253.000000,2475253.000000,0.000000,618813.250000
openmp,Full,CAS_COUNT_WR,1479781.000000,1479781.000000,0.000000,369945.250000
openmp,Full,INSTR_RETIRED_ANY,21120065892.000000,9809933709.000000,2083008386.000000,5280016473.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,10736632093.000000,4591981657.000000,951478209.000000,2684158023.250000
openmp,Full,CPU_CLK_UNHALTED_REF,10737078960.000000,4592107200.000000,951483270.000000,2684269740.000000
openmp,Full,CAS_COUNT_RD,2483109.000000,2483109.000000,0.000000,620777.250000
openmp,Full,CAS_COUNT_WR,1482390.000000,1482390.000000,0.000000,370597.500000
openmp,Full,CAS_COUNT_RD,2478707.000000,2478707.000000,0.000000,619676.750000
openmp,Full,CAS_COUNT_WR,1481104.000000,1481104.000000,0.000000,370276.000000
openmp,Full,CAS_COUNT_RD,2489152.000000,2489152.000000,0.000000,622288.000000
openmp,Full,CAS_COUNT_WR,1483740.000000,1483740.000000,0.000000,370935.000000
openmp,Full,CAS_COUNT_RD,2475253.000000,2475253.000000,0.000000,618813.250000
openmp,Full,CAS_COUNT_WR,1479781.000000,1479781.000000,0.000000,369945.250000
