Config,Expe,Metric,core 0
seq,Full,Simulation time [s],0.330831
seq,Full,Througput [FPS],302.269
seq,Full,Runtime (RDTSC) [s],3.773484
seq,Full,Runtime unhalted [s],2.204133
seq,Full,Clock [MHz],2992.768714
seq,Full,CPI,0.659124
seq,Full,Load to Store ratio,3.039233
seq,Full,Runtime (RDTSC) [s],3.773484
seq,Full,Runtime unhalted [s],2.204133
seq,Full,Clock [MHz],2992.768714
seq,Full,CPI,0.659124
seq,Full,Load to Store ratio,3.039233
seq,Full,Runtime (RDTSC) [s],3.773484
seq,Full,Runtime unhalted [s],2.204133
seq,Full,Clock [MHz],2992.768714
seq,Full,CPI,0.659124
seq,Full,Load to Store ratio,3.039233
