Function,Scene,Metric,Type,Level,Run,Value
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,1,0.053042
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,1,0.033483
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,1,0.053042
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,1,0.033483
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,1,0.053042
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,20,0.031296
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,20,0.055317
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,20,0.031296
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,20,0.055317
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,20,0.031296
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,20,0.055317
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,21,0.032666
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,21,0.059093
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,21,0.032666
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,21,0.059093
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,21,0.032666
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,21,0.059093
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,22,0.032874
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,22,0.057243
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,22,0.032874
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,22,0.057243
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,22,0.032874
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,22,0.057243
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,23,0.033645
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,23,0.053263
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,23,0.033645
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,23,0.053263
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,23,0.033645
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,23,0.053263
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,24,0.026780
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,24,0.057818
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,24,0.026780
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,24,0.057818
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,24,0.026780
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,24,0.057818
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,25,0.036863
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,25,0.056314
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,25,0.036863
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,25,0.056314
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,25,0.036863
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,25,0.056314
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,26,0.037996
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,26,0.050964
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,26,0.037996
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,26,0.050964
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,26,0.037996
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,26,0.050964
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,27,0.031521
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,27,0.052198
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,27,0.031521
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,27,0.052198
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,27,0.031521
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,27,0.052198
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,28,0.030376
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,28,0.055911
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,28,0.030376
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,28,0.055911
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,28,0.030376
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,28,0.055911
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,29,0.045517
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,29,0.056994
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,29,0.045517
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,29,0.056994
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,29,0.045517
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,29,0.056994
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,2,0.031737
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,2,0.050015
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,2,0.031737
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,2,0.050015
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,2,0.031737
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,2,0.050015
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,30,0.037826
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,30,0.050839
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,30,0.037826
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,30,0.050839
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,30,0.037826
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,30,0.050839
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,3,0.032518
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,3,0.057343
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,3,0.032518
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,3,0.057343
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,3,0.032518
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,3,0.057343
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,4,0.031088
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,4,0.054216
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,4,0.031088
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,4,0.054216
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,4,0.031088
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,4,0.054216
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,5,0.039360
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,5,0.055450
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,5,0.039360
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,5,0.055450
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,5,0.039360
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,5,0.055450
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,6,0.036935
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,6,0.053024
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,6,0.036935
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,6,0.053024
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,6,0.036935
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,6,0.053024
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,7,0.031771
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,7,0.050974
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,7,0.031771
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,7,0.050974
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,7,0.031771
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,7,0.050974
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,8,0.035567
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,8,0.051804
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,8,0.035567
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,8,0.051804
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,8,0.035567
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,8,0.051804
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,9,0.029808
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,9,0.051816
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,9,0.029808
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,9,0.051816
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,9,0.029808
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),sequential,L3,9,0.051816
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,10,0.000174
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,10,0.000069
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,10,0.000174
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,10,0.000069
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,10,0.000174
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,10,0.000069
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,11,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,11,0.000109
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,11,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,11,0.000109
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,11,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,11,0.000109
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,12,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,12,0.000079
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,12,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,12,0.000079
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,12,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,12,0.000079
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,13,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,13,0.000206
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,13,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,13,0.000206
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,13,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,13,0.000206
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,14,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,14,0.000219
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,14,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,14,0.000219
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,14,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,14,0.000219
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,15,0.000200
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,15,0.000126
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,15,0.000200
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,15,0.000126
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,15,0.000200
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,15,0.000126
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,16,0.000570
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,16,0.000145
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,16,0.000570
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,16,0.000145
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,16,0.000570
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,16,0.000145
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,17,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,17,0.000179
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,17,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,17,0.000179
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,17,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,17,0.000179
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,18,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,18,0.000290
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,18,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,18,0.000290
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,18,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,18,0.000290
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,19,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,19,0.000160
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,19,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,19,0.000160
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,19,0.000000
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,19,0.000160
BaseDeformationMultiMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,1,0.000342
BaseStrainMapping applyDJT,linearRigidandAffineFrame,Data volume (GBytes),openmp,MEM,1,0.000137
