Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.083291
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.103411
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2994.028457
seq-perfmon,BaseStrainMapping applyJT,CPI,0.427077
seq-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],5.182056
seq-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],1.821864
seq-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],7.003920
seq-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.000583
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000042
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.002865
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3000.554059
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.501270
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Read BW [MBytes/s],3247.643030
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Write BW [MBytes/s],1269.158760
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory BW [MBytes/s],4516.801790
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory data volume [GBytes],0.000190
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.369601
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.409262
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.526072
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.571992
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Read BW [MBytes/s],3.342673
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Write BW [MBytes/s],1.182680
seq-perfmon,BaseDeformationMapping applyJT vec,Memory BW [MBytes/s],4.525353
seq-perfmon,BaseDeformationMapping applyJT vec,Memory data volume [GBytes],0.001673
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.075685
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.081739
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.332518
seq-perfmon,BaseDeformationMapping apply,CPI,0.463873
seq-perfmon,BaseDeformationMapping apply,Memory Read BW [MBytes/s],80.913154
seq-perfmon,BaseDeformationMapping apply,Memory Write BW [MBytes/s],40.810888
seq-perfmon,BaseDeformationMapping apply,Memory BW [MBytes/s],121.724043
seq-perfmon,BaseDeformationMapping apply,Memory data volume [GBytes],0.009213
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.539857
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.576226
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.331832
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.441374
seq-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],9.610967
seq-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],3.604750
seq-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],13.215717
seq-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.007135
seq-perfmon,Simu,Runtime (RDTSC) [s],3.145815
seq-perfmon,Simu,Runtime unhalted [s],1.910858
seq-perfmon,Simu,Clock [MHz],2992.739286
seq-perfmon,Simu,CPI,0.533775
seq-perfmon,Simu,Memory Read BW [MBytes/s],5.917195
seq-perfmon,Simu,Memory Write BW [MBytes/s],2.170248
seq-perfmon,Simu,Memory BW [MBytes/s],8.087443
seq-perfmon,Simu,Memory data volume [GBytes],0.025442
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.126442
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.145018
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.722024
seq-perfmon,BaseStrainMapping applyJ,CPI,0.379824
seq-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],7.572144
seq-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],2.627979
seq-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],10.200123
seq-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.001290
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.083291
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.103411
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2994.028457
seq-perfmon,BaseStrainMapping applyJT,CPI,0.427077
seq-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],5.182056
seq-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],1.821864
seq-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],7.003920
seq-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.000583
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000042
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.002865
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3000.554059
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.501270
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Read BW [MBytes/s],3247.643030
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Write BW [MBytes/s],1269.158760
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory BW [MBytes/s],4516.801790
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory data volume [GBytes],0.000190
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.369601
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.409262
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.526072
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.571992
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Read BW [MBytes/s],3.342673
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Write BW [MBytes/s],1.182680
seq-perfmon,BaseDeformationMapping applyJT vec,Memory BW [MBytes/s],4.525353
seq-perfmon,BaseDeformationMapping applyJT vec,Memory data volume [GBytes],0.001673
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.075685
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.081739
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.332518
seq-perfmon,BaseDeformationMapping apply,CPI,0.463873
seq-perfmon,BaseDeformationMapping apply,Memory Read BW [MBytes/s],80.913154
seq-perfmon,BaseDeformationMapping apply,Memory Write BW [MBytes/s],40.810888
seq-perfmon,BaseDeformationMapping apply,Memory BW [MBytes/s],121.724043
seq-perfmon,BaseDeformationMapping apply,Memory data volume [GBytes],0.009213
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.539857
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.576226
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.331832
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.441374
seq-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],9.610967
seq-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],3.604750
seq-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],13.215717
seq-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.007135
seq-perfmon,Simu,Runtime (RDTSC) [s],3.145815
seq-perfmon,Simu,Runtime unhalted [s],1.910858
seq-perfmon,Simu,Clock [MHz],2992.739286
seq-perfmon,Simu,CPI,0.533775
seq-perfmon,Simu,Memory Read BW [MBytes/s],5.917195
seq-perfmon,Simu,Memory Write BW [MBytes/s],2.170248
seq-perfmon,Simu,Memory BW [MBytes/s],8.087443
seq-perfmon,Simu,Memory data volume [GBytes],0.025442
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.126442
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.145018
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.722024
seq-perfmon,BaseStrainMapping applyJ,CPI,0.379824
seq-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],7.572144
seq-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],2.627979
seq-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],10.200123
seq-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.001290
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.083291
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.103411
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2994.028457
seq-perfmon,BaseStrainMapping applyJT,CPI,0.427077
seq-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],5.182056
seq-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],1.821864
seq-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],7.003920
seq-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.000583
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000042
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.002865
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3000.554059
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.501270
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Read BW [MBytes/s],3247.643030
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Write BW [MBytes/s],1269.158760
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory BW [MBytes/s],4516.801790
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory data volume [GBytes],0.000190
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.369601
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.409262
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.526072
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.571992
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Read BW [MBytes/s],3.342673
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Write BW [MBytes/s],1.182680
seq-perfmon,BaseDeformationMapping applyJT vec,Memory BW [MBytes/s],4.525353
seq-perfmon,BaseDeformationMapping applyJT vec,Memory data volume [GBytes],0.001673
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.075685
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.081739
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.332518
seq-perfmon,BaseDeformationMapping apply,CPI,0.463873
seq-perfmon,BaseDeformationMapping apply,Memory Read BW [MBytes/s],80.913154
seq-perfmon,BaseDeformationMapping apply,Memory Write BW [MBytes/s],40.810888
seq-perfmon,BaseDeformationMapping apply,Memory BW [MBytes/s],121.724043
seq-perfmon,BaseDeformationMapping apply,Memory data volume [GBytes],0.009213
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.539857
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.576226
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.331832
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.441374
seq-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],9.610967
seq-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],3.604750
seq-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],13.215717
seq-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.007135
seq-perfmon,Simu,Runtime (RDTSC) [s],3.145815
seq-perfmon,Simu,Runtime unhalted [s],1.910858
seq-perfmon,Simu,Clock [MHz],2992.739286
seq-perfmon,Simu,CPI,0.533775
seq-perfmon,Simu,Memory Read BW [MBytes/s],5.917195
seq-perfmon,Simu,Memory Write BW [MBytes/s],2.170248
seq-perfmon,Simu,Memory BW [MBytes/s],8.087443
seq-perfmon,Simu,Memory data volume [GBytes],0.025442
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.126442
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.145018
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2993.722024
seq-perfmon,BaseStrainMapping applyJ,CPI,0.379824
seq-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],7.572144
seq-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],2.627979
seq-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],10.200123
seq-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.001290
