Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.021290
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.050359
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2997.988702
seq-perfmon,BaseStrainMapping applyJ,CPI,0.724270
seq-perfmon,BaseStrainMapping applyJ,Memory Read BW [MBytes/s],9.361199
seq-perfmon,BaseStrainMapping applyJ,Memory Write BW [MBytes/s],4.701643
seq-perfmon,BaseStrainMapping applyJ,Memory BW [MBytes/s],14.062842
seq-perfmon,BaseStrainMapping applyJ,Memory data volume [GBytes],0.000299
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.092728
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.153342
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2995.241934
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.643366
seq-perfmon,BaseDeformationMapping applyJ,Memory Read BW [MBytes/s],3.709767
seq-perfmon,BaseDeformationMapping applyJ,Memory Write BW [MBytes/s],1.866962
seq-perfmon,BaseDeformationMapping applyJ,Memory BW [MBytes/s],5.576729
seq-perfmon,BaseDeformationMapping applyJ,Memory data volume [GBytes],0.000517
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.013597
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.044216
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2999.823554
seq-perfmon,BaseStrainMapping applyJT,CPI,0.954360
seq-perfmon,BaseStrainMapping applyJT,Memory Read BW [MBytes/s],12.661570
seq-perfmon,BaseStrainMapping applyJT,Memory Write BW [MBytes/s],7.973494
seq-perfmon,BaseStrainMapping applyJT,Memory BW [MBytes/s],20.635064
seq-perfmon,BaseStrainMapping applyJT,Memory data volume [GBytes],0.000281
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001272
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.002727
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2995.493543
seq-perfmon,BaseStrainMapping apply,CPI,0.696969
seq-perfmon,BaseStrainMapping apply,Memory Read BW [MBytes/s],14.244190
seq-perfmon,BaseStrainMapping apply,Memory Write BW [MBytes/s],6.140605
seq-perfmon,BaseStrainMapping apply,Memory BW [MBytes/s],20.384794
seq-perfmon,BaseStrainMapping apply,Memory data volume [GBytes],0.000026
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000055
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.004228
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3003.830204
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.444518
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Read BW [MBytes/s],977.859315
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory Write BW [MBytes/s],763.035480
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory BW [MBytes/s],1740.894795
seq-perfmon,BaseDeformationMapping applyJT seqMat,Memory data volume [GBytes],0.000095
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000238
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.030451
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],3000.568234
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,3.393120
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory Read BW [MBytes/s],652.181874
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory Write BW [MBytes/s],356.935557
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory BW [MBytes/s],1009.117431
seq-perfmon,BaseDeformationMapping applyJT vec else,Memory data volume [GBytes],0.000240
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000227
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.027772
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],3002.014456
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.402456
seq-perfmon,BaseDeformationMapping applyJ else,Memory Read BW [MBytes/s],212.185010
seq-perfmon,BaseDeformationMapping applyJ else,Memory Write BW [MBytes/s],141.550852
seq-perfmon,BaseDeformationMapping applyJ else,Memory BW [MBytes/s],353.735863
seq-perfmon,BaseDeformationMapping applyJ else,Memory data volume [GBytes],0.000080
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.057991
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.118988
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2996.597158
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.778782
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Read BW [MBytes/s],5.043533
seq-perfmon,BaseDeformationMapping applyJT vec,Memory Write BW [MBytes/s],2.723729
seq-perfmon,BaseDeformationMapping applyJT vec,Memory BW [MBytes/s],7.767262
seq-perfmon,BaseDeformationMapping applyJT vec,Memory data volume [GBytes],0.000450
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.018074
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.047110
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2996.579667
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.759299
seq-perfmon,BaseStrainMapping applyDJT,Memory Read BW [MBytes/s],9.779977
seq-perfmon,BaseStrainMapping applyDJT,Memory Write BW [MBytes/s],4.769598
seq-perfmon,BaseStrainMapping applyDJT,Memory BW [MBytes/s],14.549575
seq-perfmon,BaseStrainMapping applyDJT,Memory data volume [GBytes],0.000263
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.015476
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.022865
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2995.107724
seq-perfmon,BaseDeformationMapping apply,CPI,0.717907
seq-perfmon,BaseDeformationMapping apply,Memory Read BW [MBytes/s],7.696001
seq-perfmon,BaseDeformationMapping apply,Memory Write BW [MBytes/s],3.577131
seq-perfmon,BaseDeformationMapping apply,Memory BW [MBytes/s],11.273132
seq-perfmon,BaseDeformationMapping apply,Memory data volume [GBytes],0.000174
seq-perfmon,Simu,Runtime (RDTSC) [s],3.918669
seq-perfmon,Simu,Runtime unhalted [s],1.089081
seq-perfmon,Simu,Clock [MHz],2992.629379
seq-perfmon,Simu,CPI,1.071619
seq-perfmon,Simu,Memory Read BW [MBytes/s],0.682860
seq-perfmon,Simu,Memory Write BW [MBytes/s],0.360220
