Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.014930
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.021337
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2992.631762
seq-perfmon,BaseStrainMapping applyJ,CPI,0.474422
seq-perfmon,BaseStrainMapping applyJ,L2 Load [MBytes/s],5397.179514
seq-perfmon,BaseStrainMapping applyJ,L2 Evict [MBytes/s],1600.526187
seq-perfmon,BaseStrainMapping applyJ,L2 bandwidth [MBytes/s],6997.705701
seq-perfmon,BaseStrainMapping applyJ,L2 data volume [GBytes],0.104476
seq-perfmon,BaseDeformationMultiMapping apply,Runtime (RDTSC) [s],0.013881
seq-perfmon,BaseDeformationMultiMapping apply,Runtime unhalted [s],0.015840
seq-perfmon,BaseDeformationMultiMapping apply,Clock [MHz],2994.458494
seq-perfmon,BaseDeformationMultiMapping apply,CPI,0.532197
seq-perfmon,BaseDeformationMultiMapping apply,L2 Load [MBytes/s],5295.813384
seq-perfmon,BaseDeformationMultiMapping apply,L2 Evict [MBytes/s],1689.827029
seq-perfmon,BaseDeformationMultiMapping apply,L2 bandwidth [MBytes/s],6985.640412
seq-perfmon,BaseDeformationMultiMapping apply,L2 data volume [GBytes],0.096967
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime (RDTSC) [s],0.000040
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Runtime unhalted [s],0.000922
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,Clock [MHz],3010.808211
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,CPI,3.228384
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 Load [MBytes/s],51328.027809
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 Evict [MBytes/s],12517.050006
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 bandwidth [MBytes/s],63845.077815
seq-perfmon,BaseDeformationMultiMapping applyJT Mat seq,L2 data volume [GBytes],0.002566
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.009730
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.016625
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2999.840909
seq-perfmon,BaseStrainMapping applyJT,CPI,0.573369
seq-perfmon,BaseStrainMapping applyJT,L2 Load [MBytes/s],8806.870563
seq-perfmon,BaseStrainMapping applyJT,L2 Evict [MBytes/s],2693.202717
seq-perfmon,BaseStrainMapping applyJT,L2 bandwidth [MBytes/s],11500.073280
