Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.553806
openmp,Full,Througput [FPS],180.569
openmp,Full,INSTR_RETIRED_ANY,17226269620.000000,8731172433.000000,1032919697.000000,4306567405.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9540323231.000000,4593617049.000000,569926274.000000,2385080807.750000
openmp,Full,CPU_CLK_UNHALTED_REF,9541376040.000000,4593666450.000000,569931870.000000,2385344010.000000
openmp,Full,CAS_COUNT_RD,2450669.000000,2450669.000000,0.000000,612667.250000
openmp,Full,CAS_COUNT_WR,1449492.000000,1449492.000000,0.000000,362373.000000
openmp,Full,CAS_COUNT_RD,2448092.000000,2448092.000000,0.000000,612023.000000
openmp,Full,CAS_COUNT_WR,1448021.000000,1448021.000000,0.000000,362005.250000
openmp,Full,CAS_COUNT_RD,2457752.000000,2457752.000000,0.000000,614438.000000
openmp,Full,CAS_COUNT_WR,1450712.000000,1450712.000000,0.000000,362678.000000
openmp,Full,CAS_COUNT_RD,2449409.000000,2449409.000000,0.000000,612352.250000
openmp,Full,CAS_COUNT_WR,1449296.000000,1449296.000000,0.000000,362324.000000
openmp,Full,INSTR_RETIRED_ANY,17226269620.000000,8731172433.000000,1032919697.000000,4306567405.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9540323231.000000,4593617049.000000,569926274.000000,2385080807.750000
openmp,Full,CPU_CLK_UNHALTED_REF,9541376040.000000,4593666450.000000,569931870.000000,2385344010.000000
openmp,Full,CAS_COUNT_RD,2450669.000000,2450669.000000,0.000000,612667.250000
openmp,Full,CAS_COUNT_WR,1449492.000000,1449492.000000,0.000000,362373.000000
openmp,Full,CAS_COUNT_RD,2448092.000000,2448092.000000,0.000000,612023.000000
openmp,Full,CAS_COUNT_WR,1448021.000000,1448021.000000,0.000000,362005.250000
openmp,Full,CAS_COUNT_RD,2457752.000000,2457752.000000,0.000000,614438.000000
openmp,Full,CAS_COUNT_WR,1450712.000000,1450712.000000,0.000000,362678.000000
openmp,Full,CAS_COUNT_RD,2449409.000000,2449409.000000,0.000000,612352.250000
openmp,Full,CAS_COUNT_WR,1449296.000000,1449296.000000,0.000000,362324.000000
openmp,Full,INSTR_RETIRED_ANY,17226269620.000000,8731172433.000000,1032919697.000000,4306567405.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9540323231.000000,4593617049.000000,569926274.000000,2385080807.750000
openmp,Full,CPU_CLK_UNHALTED_REF,9541376040.000000,4593666450.000000,569931870.000000,2385344010.000000
openmp,Full,CAS_COUNT_RD,2450669.000000,2450669.000000,0.000000,612667.250000
openmp,Full,CAS_COUNT_WR,1449492.000000,1449492.000000,0.000000,362373.000000
openmp,Full,CAS_COUNT_RD,2448092.000000,2448092.000000,0.000000,612023.000000
openmp,Full,CAS_COUNT_WR,1448021.000000,1448021.000000,0.000000,362005.250000
openmp,Full,CAS_COUNT_RD,2457752.000000,2457752.000000,0.000000,614438.000000
openmp,Full,CAS_COUNT_WR,1450712.000000,1450712.000000,0.000000,362678.000000
openmp,Full,CAS_COUNT_RD,2449409.000000,2449409.000000,0.000000,612352.250000
openmp,Full,CAS_COUNT_WR,1449296.000000,1449296.000000,0.000000,362324.000000
