Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.916603
openmp,Full,Througput [FPS],109.098
openmp,Full,INSTR_RETIRED_ANY,18840302957.000000,9130537707.000000,1499064249.000000,4710075739.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10452940603.000000,4627206859.000000,814087225.000000,2613235150.750000
openmp,Full,CPU_CLK_UNHALTED_REF,10453704780.000000,4627229010.000000,814092150.000000,2613426195.000000
openmp,Full,L2_LINES_IN_ALL,192225971.000000,91679229.000000,27425813.000000,48056492.750000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,15335118.000000,10276414.000000,949076.000000,3833779.500000
openmp,Full,INSTR_RETIRED_ANY,18840302957.000000,9130537707.000000,1499064249.000000,4710075739.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10452940603.000000,4627206859.000000,814087225.000000,2613235150.750000
openmp,Full,CPU_CLK_UNHALTED_REF,10453704780.000000,4627229010.000000,814092150.000000,2613426195.000000
openmp,Full,L2_LINES_IN_ALL,192225971.000000,91679229.000000,27425813.000000,48056492.750000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,15335118.000000,10276414.000000,949076.000000,3833779.500000
openmp,Full,INSTR_RETIRED_ANY,18840302957.000000,9130537707.000000,1499064249.000000,4710075739.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,10452940603.000000,4627206859.000000,814087225.000000,2613235150.750000
openmp,Full,CPU_CLK_UNHALTED_REF,10453704780.000000,4627229010.000000,814092150.000000,2613426195.000000
openmp,Full,L2_LINES_IN_ALL,192225971.000000,91679229.000000,27425813.000000,48056492.750000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,15335118.000000,10276414.000000,949076.000000,3833779.500000
