Config,Expe,Metric,core 0
seq-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.026240
seq-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.037472
seq-perfmon,BaseStrainMapping applyJ,Clock [MHz],2996.803798
seq-perfmon,BaseStrainMapping applyJ,CPI,0.472701
seq-perfmon,BaseStrainMapping applyJ,L2 Load [MBytes/s],5422.052946
seq-perfmon,BaseStrainMapping applyJ,L2 Evict [MBytes/s],1740.914830
seq-perfmon,BaseStrainMapping applyJ,L2 bandwidth [MBytes/s],7162.967776
seq-perfmon,BaseStrainMapping applyJ,L2 data volume [GBytes],0.187955
seq-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.221079
seq-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.244686
seq-perfmon,BaseDeformationMapping applyJ,Clock [MHz],2993.590195
seq-perfmon,BaseDeformationMapping applyJ,CPI,0.412767
seq-perfmon,BaseDeformationMapping applyJ,L2 Load [MBytes/s],3373.064162
seq-perfmon,BaseDeformationMapping applyJ,L2 Evict [MBytes/s],503.887747
seq-perfmon,BaseDeformationMapping applyJ,L2 bandwidth [MBytes/s],3876.951909
seq-perfmon,BaseDeformationMapping applyJ,L2 data volume [GBytes],0.857111
seq-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.016857
seq-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.028643
seq-perfmon,BaseStrainMapping applyJT,Clock [MHz],2998.403709
seq-perfmon,BaseStrainMapping applyJT,CPI,0.575600
seq-perfmon,BaseStrainMapping applyJT,L2 Load [MBytes/s],8678.210120
seq-perfmon,BaseStrainMapping applyJT,L2 Evict [MBytes/s],2719.317639
seq-perfmon,BaseStrainMapping applyJT,L2 bandwidth [MBytes/s],11397.527759
seq-perfmon,BaseStrainMapping applyJT,L2 data volume [GBytes],0.192126
seq-perfmon,BaseStrainMapping apply,Runtime (RDTSC) [s],0.001260
seq-perfmon,BaseStrainMapping apply,Runtime unhalted [s],0.001717
seq-perfmon,BaseStrainMapping apply,Clock [MHz],2994.505979
seq-perfmon,BaseStrainMapping apply,CPI,0.472280
seq-perfmon,BaseStrainMapping apply,L2 Load [MBytes/s],4512.751177
seq-perfmon,BaseStrainMapping apply,L2 Evict [MBytes/s],1821.055847
seq-perfmon,BaseStrainMapping apply,L2 bandwidth [MBytes/s],6333.807024
seq-perfmon,BaseStrainMapping apply,L2 data volume [GBytes],0.007983
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime (RDTSC) [s],0.000053
seq-perfmon,BaseDeformationMapping applyJT seqMat,Runtime unhalted [s],0.001328
seq-perfmon,BaseDeformationMapping applyJT seqMat,Clock [MHz],3006.529408
seq-perfmon,BaseDeformationMapping applyJT seqMat,CPI,3.109791
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 Load [MBytes/s],54752.513950
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 Evict [MBytes/s],14897.135590
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 bandwidth [MBytes/s],69649.649540
seq-perfmon,BaseDeformationMapping applyJT seqMat,L2 data volume [GBytes],0.003701
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime (RDTSC) [s],0.000299
seq-perfmon,BaseDeformationMapping applyJT vec else,Runtime unhalted [s],0.011531
seq-perfmon,BaseDeformationMapping applyJT vec else,Clock [MHz],3006.531845
seq-perfmon,BaseDeformationMapping applyJT vec else,CPI,3.009334
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 Load [MBytes/s],69645.101322
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 Evict [MBytes/s],17144.990906
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 bandwidth [MBytes/s],86790.092228
seq-perfmon,BaseDeformationMapping applyJT vec else,L2 data volume [GBytes],0.025939
seq-perfmon,BaseDeformationMapping applyJ else,Runtime (RDTSC) [s],0.000337
seq-perfmon,BaseDeformationMapping applyJ else,Runtime unhalted [s],0.010759
seq-perfmon,BaseDeformationMapping applyJ else,Clock [MHz],3007.827675
seq-perfmon,BaseDeformationMapping applyJ else,CPI,3.026762
seq-perfmon,BaseDeformationMapping applyJ else,L2 Load [MBytes/s],59145.335084
seq-perfmon,BaseDeformationMapping applyJ else,L2 Evict [MBytes/s],14924.784902
seq-perfmon,BaseDeformationMapping applyJ else,L2 bandwidth [MBytes/s],74070.119987
seq-perfmon,BaseDeformationMapping applyJ else,L2 data volume [GBytes],0.024943
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime (RDTSC) [s],0.178109
seq-perfmon,BaseDeformationMapping applyJT vec,Runtime unhalted [s],0.201720
seq-perfmon,BaseDeformationMapping applyJT vec,Clock [MHz],2993.234321
seq-perfmon,BaseDeformationMapping applyJT vec,CPI,0.402146
seq-perfmon,BaseDeformationMapping applyJT vec,L2 Load [MBytes/s],7131.090698
seq-perfmon,BaseDeformationMapping applyJT vec,L2 Evict [MBytes/s],400.783476
seq-perfmon,BaseDeformationMapping applyJT vec,L2 bandwidth [MBytes/s],7531.874174
seq-perfmon,BaseDeformationMapping applyJT vec,L2 data volume [GBytes],1.341494
seq-perfmon,BaseStrainMapping applyDJT,Runtime (RDTSC) [s],0.022042
seq-perfmon,BaseStrainMapping applyDJT,Runtime unhalted [s],0.033246
seq-perfmon,BaseStrainMapping applyDJT,Clock [MHz],2995.920813
seq-perfmon,BaseStrainMapping applyDJT,CPI,0.474758
seq-perfmon,BaseStrainMapping applyDJT,L2 Load [MBytes/s],7774.645137
seq-perfmon,BaseStrainMapping applyDJT,L2 Evict [MBytes/s],2382.588931
seq-perfmon,BaseStrainMapping applyDJT,L2 bandwidth [MBytes/s],10157.234068
seq-perfmon,BaseStrainMapping applyDJT,L2 data volume [GBytes],0.223882
seq-perfmon,BaseDeformationMapping apply,Runtime (RDTSC) [s],0.027355
seq-perfmon,BaseDeformationMapping apply,Runtime unhalted [s],0.029756
seq-perfmon,BaseDeformationMapping apply,Clock [MHz],2993.483949
seq-perfmon,BaseDeformationMapping apply,CPI,0.446444
seq-perfmon,BaseDeformationMapping apply,L2 Load [MBytes/s],4369.611850
seq-perfmon,BaseDeformationMapping apply,L2 Evict [MBytes/s],423.126110
seq-perfmon,BaseDeformationMapping apply,L2 bandwidth [MBytes/s],4792.737960
