Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.555493
openmp,Full,Througput [FPS],180.02
openmp,Full,INSTR_RETIRED_ANY,17231470920.000000,8731644827.000000,1038076809.000000,4307867730.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9544693253.000000,4587244263.000000,580114823.000000,2386173313.250000
openmp,Full,CPU_CLK_UNHALTED_REF,9545472360.000000,4587282180.000000,580098750.000000,2386368090.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,3515091698.000000,1738739142.000000,252353981.000000,878772924.500000
openmp,Full,MEM_UOP_RETIRED_STORES,1452409923.000000,692779816.000000,87342472.000000,363102480.750000
openmp,Full,INSTR_RETIRED_ANY,17231470920.000000,8731644827.000000,1038076809.000000,4307867730.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9544693253.000000,4587244263.000000,580114823.000000,2386173313.250000
openmp,Full,CPU_CLK_UNHALTED_REF,9545472360.000000,4587282180.000000,580098750.000000,2386368090.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,3515091698.000000,1738739142.000000,252353981.000000,878772924.500000
openmp,Full,MEM_UOP_RETIRED_STORES,1452409923.000000,692779816.000000,87342472.000000,363102480.750000
openmp,Full,INSTR_RETIRED_ANY,17231470920.000000,8731644827.000000,1038076809.000000,4307867730.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,9544693253.000000,4587244263.000000,580114823.000000,2386173313.250000
openmp,Full,CPU_CLK_UNHALTED_REF,9545472360.000000,4587282180.000000,580098750.000000,2386368090.000000
openmp,Full,MEM_UOP_RETIRED_LOADS,3515091698.000000,1738739142.000000,252353981.000000,878772924.500000
openmp,Full,MEM_UOP_RETIRED_STORES,1452409923.000000,692779816.000000,87342472.000000,363102480.750000
