Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.55474
openmp,Full,Througput [FPS],180.265
openmp,Full,INSTR_RETIRED_ANY,17231634819.000000,8732134613.000000,1035939475.000000,4307908704.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,9553201255.000000,4599845623.000000,579046768.000000,2388300313.750000
openmp,Full,CPU_CLK_UNHALTED_REF,9553728750.000000,4600070280.000000,579052110.000000,2388432187.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,3515493517.000000,1738669217.000000,251915338.000000,878873379.250000
openmp,Full,MEM_UOP_RETIRED_STORES,1452735398.000000,692764347.000000,87168278.000000,363183849.500000
openmp,Full,INSTR_RETIRED_ANY,17231634819.000000,8732134613.000000,1035939475.000000,4307908704.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,9553201255.000000,4599845623.000000,579046768.000000,2388300313.750000
openmp,Full,CPU_CLK_UNHALTED_REF,9553728750.000000,4600070280.000000,579052110.000000,2388432187.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,3515493517.000000,1738669217.000000,251915338.000000,878873379.250000
openmp,Full,MEM_UOP_RETIRED_STORES,1452735398.000000,692764347.000000,87168278.000000,363183849.500000
openmp,Full,INSTR_RETIRED_ANY,17231634819.000000,8732134613.000000,1035939475.000000,4307908704.750000
openmp,Full,CPU_CLK_UNHALTED_CORE,9553201255.000000,4599845623.000000,579046768.000000,2388300313.750000
openmp,Full,CPU_CLK_UNHALTED_REF,9553728750.000000,4600070280.000000,579052110.000000,2388432187.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,3515493517.000000,1738669217.000000,251915338.000000,878873379.250000
openmp,Full,MEM_UOP_RETIRED_STORES,1452735398.000000,692764347.000000,87168278.000000,363183849.500000
