Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.402494
openmp,Full,Througput [FPS],248.451
openmp,Full,INSTR_RETIRED_ANY,14669485189.000000,8189241122.000000,497138256.000000,3667371297.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8516990012.000000,4192327539.000000,362242152.000000,2129247503.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8517387360.000000,4192390350.000000,362241150.000000,2129346840.000000
openmp,Full,L2_LINES_IN_ALL,70900722.000000,48240788.000000,4183857.000000,17725180.500000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,5525606.000000,3504174.000000,24040.000000,1381401.500000
openmp,Full,INSTR_RETIRED_ANY,14669485189.000000,8189241122.000000,497138256.000000,3667371297.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8516990012.000000,4192327539.000000,362242152.000000,2129247503.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8517387360.000000,4192390350.000000,362241150.000000,2129346840.000000
openmp,Full,L2_LINES_IN_ALL,70900722.000000,48240788.000000,4183857.000000,17725180.500000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,5525606.000000,3504174.000000,24040.000000,1381401.500000
openmp,Full,INSTR_RETIRED_ANY,14669485189.000000,8189241122.000000,497138256.000000,3667371297.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8516990012.000000,4192327539.000000,362242152.000000,2129247503.000000
openmp,Full,CPU_CLK_UNHALTED_REF,8517387360.000000,4192390350.000000,362241150.000000,2129346840.000000
openmp,Full,L2_LINES_IN_ALL,70900722.000000,48240788.000000,4183857.000000,17725180.500000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,5525606.000000,3504174.000000,24040.000000,1381401.500000
