Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.408003
openmp,Full,Througput [FPS],245.096
openmp,Full,INSTR_RETIRED_ANY,14674517744.000000,8191052863.000000,493933472.000000,3668629436.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,8504737363.000000,4193242690.000000,354732879.000000,2126184340.750000
openmp,Full,CPU_CLK_UNHALTED_REF,8505691470.000000,4193447400.000000,354714540.000000,2126422867.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,2927117150.000000,1525557593.000000,128721009.000000,731779287.500000
openmp,Full,MEM_UOP_RETIRED_STORES,1248228564.000000,596002079.000000,52165276.000000,312057141.000000
openmp,Full,INSTR_RETIRED_ANY,14674517744.000000,8191052863.000000,493933472.000000,3668629436.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,8504737363.000000,4193242690.000000,354732879.000000,2126184340.750000
openmp,Full,CPU_CLK_UNHALTED_REF,8505691470.000000,4193447400.000000,354714540.000000,2126422867.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,2927117150.000000,1525557593.000000,128721009.000000,731779287.500000
openmp,Full,MEM_UOP_RETIRED_STORES,1248228564.000000,596002079.000000,52165276.000000,312057141.000000
openmp,Full,INSTR_RETIRED_ANY,14674517744.000000,8191052863.000000,493933472.000000,3668629436.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,8504737363.000000,4193242690.000000,354732879.000000,2126184340.750000
openmp,Full,CPU_CLK_UNHALTED_REF,8505691470.000000,4193447400.000000,354714540.000000,2126422867.500000
openmp,Full,MEM_UOP_RETIRED_LOADS,2927117150.000000,1525557593.000000,128721009.000000,731779287.500000
openmp,Full,MEM_UOP_RETIRED_STORES,1248228564.000000,596002079.000000,52165276.000000,312057141.000000
