Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.358282
openmp,Full,Througput [FPS],279.11
openmp,Full,INSTR_RETIRED_ANY,13566040684.000000,8169420993.000000,335331033.000000,3391510171.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7718366241.000000,3699753307.000000,224087458.000000,1929591560.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7718756490.000000,3699780810.000000,224098140.000000,1929689122.500000
openmp,Full,L2_LINES_IN_ALL,57981860.000000,41281668.000000,2133679.000000,14495465.000000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,4586449.000000,2520870.000000,45205.000000,1146612.250000
openmp,Full,INSTR_RETIRED_ANY,13566040684.000000,8169420993.000000,335331033.000000,3391510171.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7718366241.000000,3699753307.000000,224087458.000000,1929591560.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7718756490.000000,3699780810.000000,224098140.000000,1929689122.500000
openmp,Full,L2_LINES_IN_ALL,57981860.000000,41281668.000000,2133679.000000,14495465.000000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,4586449.000000,2520870.000000,45205.000000,1146612.250000
openmp,Full,INSTR_RETIRED_ANY,13566040684.000000,8169420993.000000,335331033.000000,3391510171.000000
openmp,Full,CPU_CLK_UNHALTED_CORE,7718366241.000000,3699753307.000000,224087458.000000,1929591560.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7718756490.000000,3699780810.000000,224098140.000000,1929689122.500000
openmp,Full,L2_LINES_IN_ALL,57981860.000000,41281668.000000,2133679.000000,14495465.000000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,4586449.000000,2520870.000000,45205.000000,1146612.250000
