Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.361345
openmp,Full,Througput [FPS],276.744
openmp,Full,INSTR_RETIRED_ANY,13561208742.000000,8170721816.000000,334515593.000000,3390302185.500000
openmp,Full,CPU_CLK_UNHALTED_CORE,7748919337.000000,3731961694.000000,222421828.000000,1937229834.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7749631260.000000,3732119880.000000,222435090.000000,1937407815.000000
openmp,Full,L2_LINES_IN_ALL,61788691.000000,45253082.000000,2036684.000000,15447172.750000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,4625093.000000,2541308.000000,39134.000000,1156273.250000
openmp,Full,INSTR_RETIRED_ANY,13561208742.000000,8170721816.000000,334515593.000000,3390302185.500000
openmp,Full,CPU_CLK_UNHALTED_CORE,7748919337.000000,3731961694.000000,222421828.000000,1937229834.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7749631260.000000,3732119880.000000,222435090.000000,1937407815.000000
openmp,Full,L2_LINES_IN_ALL,61788691.000000,45253082.000000,2036684.000000,15447172.750000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,4625093.000000,2541308.000000,39134.000000,1156273.250000
openmp,Full,INSTR_RETIRED_ANY,13561208742.000000,8170721816.000000,334515593.000000,3390302185.500000
openmp,Full,CPU_CLK_UNHALTED_CORE,7748919337.000000,3731961694.000000,222421828.000000,1937229834.250000
openmp,Full,CPU_CLK_UNHALTED_REF,7749631260.000000,3732119880.000000,222435090.000000,1937407815.000000
openmp,Full,L2_LINES_IN_ALL,61788691.000000,45253082.000000,2036684.000000,15447172.750000
openmp,Full,L2_LINES_OUT_DIRTY_ALL,4625093.000000,2541308.000000,39134.000000,1156273.250000
