Config,Expe,Metric,Sum,Max,Min,Avg
openmp-perfmon,BaseStrainMapping applyJ,Runtime (RDTSC) [s],0.195301,0.048825,0.048825,0.048825
openmp-perfmon,BaseStrainMapping applyJ,Runtime unhalted [s],0.203979,0.052083,0.050457,0.050995
openmp-perfmon,BaseStrainMapping applyJ,Clock [MHz],11991.361443,2999.521808,2996.989689,2997.840361
openmp-perfmon,BaseStrainMapping applyJ,CPI,1.808096,0.456442,0.449113,0.452024
openmp-perfmon,BaseStrainMapping applyJ,L2 Load [MBytes/s],16389.048456,4133.114376,4052.531825,4097.262114
openmp-perfmon,BaseStrainMapping applyJ,L2 Evict [MBytes/s],4753.321867,1306.050516,1139.065476,1188.330467
openmp-perfmon,BaseStrainMapping applyJ,L2 bandwidth [MBytes/s],21142.370322,5439.164891,5209.626001,5285.592581
openmp-perfmon,BaseStrainMapping applyJ,L2 data volume [GBytes],1.032282,0.265569,0.254361,0.258070
openmp-perfmon,BaseDeformationMapping applyJ,Runtime (RDTSC) [s],0.510935,0.127734,0.127734,0.127734
openmp-perfmon,BaseDeformationMapping applyJ,Runtime unhalted [s],0.535481,0.134266,0.133405,0.133870
openmp-perfmon,BaseDeformationMapping applyJ,Clock [MHz],11984.081921,2996.799907,2995.073166,2996.020480
openmp-perfmon,BaseDeformationMapping applyJ,CPI,2.303090,0.578181,0.570905,0.575772
openmp-perfmon,BaseDeformationMapping applyJ,L2 Load [MBytes/s],25364.930946,6414.500167,6293.703854,6341.232737
openmp-perfmon,BaseDeformationMapping applyJ,L2 Evict [MBytes/s],4277.286260,1134.535866,1029.670698,1069.321565
openmp-perfmon,BaseDeformationMapping applyJ,L2 bandwidth [MBytes/s],29642.217207,7478.575443,7342.708275,7410.554302
openmp-perfmon,BaseDeformationMapping applyJ,L2 data volume [GBytes],3.786310,0.955266,0.937911,0.946578
openmp-perfmon,BaseStrainMapping applyJT,Runtime (RDTSC) [s],0.133006,0.033252,0.033252,0.033252
openmp-perfmon,BaseStrainMapping applyJT,Runtime unhalted [s],0.156451,0.039580,0.038255,0.039113
openmp-perfmon,BaseStrainMapping applyJT,Clock [MHz],11988.853170,3000.771496,2994.131018,2997.213293
openmp-perfmon,BaseStrainMapping applyJT,CPI,2.236801,0.568710,0.540970,0.559200
openmp-perfmon,BaseStrainMapping applyJT,L2 Load [MBytes/s],25379.313199,6370.715341,6278.157342,6344.828300
openmp-perfmon,BaseStrainMapping applyJT,L2 Evict [MBytes/s],8194.109265,2135.774524,2010.288366,2048.527316
