Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.547979
openmp,Full,Througput [FPS],182.489
openmp,Full,INSTR_RETIRED_ANY,17227529289.000000,8727300970.000000,1038676003.000000,4306882322.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,9521007106.000000,4572388614.000000,575869306.000000,2380251776.500000
openmp,Full,CPU_CLK_UNHALTED_REF,9521315490.000000,4572459990.000000,575872710.000000,2380328872.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,469268880.000000,304089483.000000,38972091.000000,117317220.000000
openmp,Full,L2_RQSTS_MISS,89296400.000000,55838729.000000,7981565.000000,22324100.000000
openmp,Full,INSTR_RETIRED_ANY,17227529289.000000,8727300970.000000,1038676003.000000,4306882322.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,9521007106.000000,4572388614.000000,575869306.000000,2380251776.500000
openmp,Full,CPU_CLK_UNHALTED_REF,9521315490.000000,4572459990.000000,575872710.000000,2380328872.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,469268880.000000,304089483.000000,38972091.000000,117317220.000000
openmp,Full,L2_RQSTS_MISS,89296400.000000,55838729.000000,7981565.000000,22324100.000000
openmp,Full,INSTR_RETIRED_ANY,17227529289.000000,8727300970.000000,1038676003.000000,4306882322.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,9521007106.000000,4572388614.000000,575869306.000000,2380251776.500000
openmp,Full,CPU_CLK_UNHALTED_REF,9521315490.000000,4572459990.000000,575872710.000000,2380328872.500000
openmp,Full,L2_TRANS_ALL_REQUESTS,469268880.000000,304089483.000000,38972091.000000,117317220.000000
openmp,Full,L2_RQSTS_MISS,89296400.000000,55838729.000000,7981565.000000,22324100.000000
