Config,Expe,Metric,core 0
seq,Full,Simulation time [s],0.737783
seq,Full,Througput [FPS],135.541
seq,Full,Runtime (RDTSC) [s],4.333802
seq,Full,Runtime unhalted [s],2.765204
seq,Full,Clock [MHz],2992.785167
seq,Full,CPI,0.594855
seq,Full,L2 request rate,0.026069
seq,Full,L2 miss rate,0.005269
seq,Full,L2 miss ratio,0.202124
seq,Full,Runtime (RDTSC) [s],4.333802
seq,Full,Runtime unhalted [s],2.765204
seq,Full,Clock [MHz],2992.785167
seq,Full,CPI,0.594855
seq,Full,L2 request rate,0.026069
seq,Full,L2 miss rate,0.005269
seq,Full,L2 miss ratio,0.202124
seq,Full,Runtime (RDTSC) [s],4.333802
seq,Full,Runtime unhalted [s],2.765204
seq,Full,Clock [MHz],2992.785167
seq,Full,CPI,0.594855
seq,Full,L2 request rate,0.026069
seq,Full,L2 miss rate,0.005269
seq,Full,L2 miss ratio,0.202124
