Config,Expe,Event,Sum,Max,Min,Avg
openmp,Full,Simulation time [s],0.397379
openmp,Full,Througput [FPS],251.649
openmp,Full,INSTR_RETIRED_ANY,14660811741.000000,8189011932.000000,494877489.000000,3665202935.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8493252250.000000,4167486771.000000,361930716.000000,2123313062.500000
openmp,Full,CPU_CLK_UNHALTED_REF,8493582900.000000,4167781590.000000,361910670.000000,2123395725.000000
openmp,Full,CAS_COUNT_RD,2440304.000000,2440304.000000,0.000000,610076.000000
openmp,Full,CAS_COUNT_WR,1448608.000000,1448608.000000,0.000000,362152.000000
openmp,Full,CAS_COUNT_RD,2438015.000000,2438015.000000,0.000000,609503.750000
openmp,Full,CAS_COUNT_WR,1448225.000000,1448225.000000,0.000000,362056.250000
openmp,Full,CAS_COUNT_RD,2445848.000000,2445848.000000,0.000000,611462.000000
openmp,Full,CAS_COUNT_WR,1450577.000000,1450577.000000,0.000000,362644.250000
openmp,Full,CAS_COUNT_RD,2437610.000000,2437610.000000,0.000000,609402.500000
openmp,Full,CAS_COUNT_WR,1449441.000000,1449441.000000,0.000000,362360.250000
openmp,Full,INSTR_RETIRED_ANY,14660811741.000000,8189011932.000000,494877489.000000,3665202935.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8493252250.000000,4167486771.000000,361930716.000000,2123313062.500000
openmp,Full,CPU_CLK_UNHALTED_REF,8493582900.000000,4167781590.000000,361910670.000000,2123395725.000000
openmp,Full,CAS_COUNT_RD,2440304.000000,2440304.000000,0.000000,610076.000000
openmp,Full,CAS_COUNT_WR,1448608.000000,1448608.000000,0.000000,362152.000000
openmp,Full,CAS_COUNT_RD,2438015.000000,2438015.000000,0.000000,609503.750000
openmp,Full,CAS_COUNT_WR,1448225.000000,1448225.000000,0.000000,362056.250000
openmp,Full,CAS_COUNT_RD,2445848.000000,2445848.000000,0.000000,611462.000000
openmp,Full,CAS_COUNT_WR,1450577.000000,1450577.000000,0.000000,362644.250000
openmp,Full,CAS_COUNT_RD,2437610.000000,2437610.000000,0.000000,609402.500000
openmp,Full,CAS_COUNT_WR,1449441.000000,1449441.000000,0.000000,362360.250000
openmp,Full,INSTR_RETIRED_ANY,14660811741.000000,8189011932.000000,494877489.000000,3665202935.250000
openmp,Full,CPU_CLK_UNHALTED_CORE,8493252250.000000,4167486771.000000,361930716.000000,2123313062.500000
openmp,Full,CPU_CLK_UNHALTED_REF,8493582900.000000,4167781590.000000,361910670.000000,2123395725.000000
openmp,Full,CAS_COUNT_RD,2440304.000000,2440304.000000,0.000000,610076.000000
openmp,Full,CAS_COUNT_WR,1448608.000000,1448608.000000,0.000000,362152.000000
openmp,Full,CAS_COUNT_RD,2438015.000000,2438015.000000,0.000000,609503.750000
openmp,Full,CAS_COUNT_WR,1448225.000000,1448225.000000,0.000000,362056.250000
openmp,Full,CAS_COUNT_RD,2445848.000000,2445848.000000,0.000000,611462.000000
openmp,Full,CAS_COUNT_WR,1450577.000000,1450577.000000,0.000000,362644.250000
openmp,Full,CAS_COUNT_RD,2437610.000000,2437610.000000,0.000000,609402.500000
openmp,Full,CAS_COUNT_WR,1449441.000000,1449441.000000,0.000000,362360.250000
